feature,importance,display_name
ta_norm,0.3348110392221366,Thermal Anomaly (TA)
oni_lag60,0.2831622370115731,El Niño Index (60-day lag) (ONI_L60)
sr_norm_lag7,0.08277888320555213,Seasonal Bleaching Risk (7-day lag) (SR_L7)
cdr_norm_lag14,0.062441490654637256,Climate Driver Response (14-day lag) (CDR_L14)
sst_anomaly,0.054263662435515524,SST Anomaly (SSTA)
sr_norm_lag14,0.03772362235329623,Seasonal Bleaching Risk (14-day lag) (SR_L14)
cdr_norm_lag7,0.03149071553944737,Climate Driver Response (7-day lag) (CDR_L7)
ta_norm_lag14,0.02599106117699147,Thermal Anomaly (14-day lag) (TA_L14)
cdr_norm,0.019822230758902718,Climate Driver Response (CDR)
doy_sin,0.011730969130928087,Seasonal Cycle (sine) (DoY_sin)
doy_cos,0.009558015401282873,Seasonal Cycle (cosine) (DoY_cos)
pcrvi_lag7,0.008187380858459173,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
dmi_lag60,0.0073913274775114,Indian Ocean Dipole (60-day lag) (DMI_L60)
bh_norm_lag14,0.005938902487562275,Population Vulnerability (14-day lag) (BH_L14)
bh_norm_lag7,0.00514845034187374,Population Vulnerability (7-day lag) (BH_L7)
pcrvi_lag14,0.004335412838580874,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
bh_norm,0.0041494718500484865,Population Vulnerability (BH)
sr_norm,0.003576733420122991,Seasonal Bleaching Risk (SR)
ta_norm_lag7,0.003384431875152665,Thermal Anomaly (7-day lag) (TA_L7)
pcrvi,0.002349232158654362,Coral Reef Vulnerability Index (pCRVI)
la_norm_lag7,0.000818929208979936,Light Availability (7-day lag) (LA_L7)
la_norm,0.00037097175488840525,Light Availability (LA)
la_norm_lag14,0.00019757009926915067,Light Availability (14-day lag) (LA_L14)
wq_norm,0.00017562860124095025,Water Quality Stress (WQ)
wq_norm_lag14,0.00011538289306928695,Water Quality Stress (14-day lag) (WQ_L14)
wq_norm_lag7,8.62472443229471e-05,Water Quality Stress (7-day lag) (WQ_L7)
