Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.5613495476811476,1.1497636590117668,0.8256871333557262,0.8213058419243986,0.908745247148289,0.7492163009404389
Ensemble-pCRVI-60d,0.5809733916455172,1.2889838092631933,0.7813585563583407,0.6060606060606062,0.9790209790209791,0.438871473354232
