feature,importance
pcrvi,0.30260063752695604
pcrvi_lag7,0.2355342820295747
pcrvi_lag14,0.11987539223537394
sr_norm,0.1028417201502166
oni_lag60,0.05706785664200752
sst_anomaly,0.03523751200142353
bh_norm_lag7,0.02322916970386224
cdr_norm_lag14,0.02290960797690016
doy_sin,0.016427209042273322
bh_norm,0.013393694718100691
sr_norm_lag14,0.01187766113725733
cdr_norm_lag7,0.011713435804840359
cdr_norm,0.011454917789402733
dmi_lag60,0.010770961706716453
doy_cos,0.00952674802907051
bh_norm_lag14,0.007670175942080669
ta_norm_lag7,0.0027824109449492373
ta_norm_lag14,0.0017242953011124226
ta_norm,0.001483841783401149
sr_norm_lag7,0.0009636457683011209
la_norm_lag14,0.000271209846706404
wq_norm_lag14,0.00018478164600609556
wq_norm_lag7,0.00016904546840159853
wq_norm,0.00011319199494550182
la_norm,9.355183638650668e-05
la_norm_lag7,8.304297373321211e-05
