Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.5913792291869734,1.2557614238183576,0.860253678122004,0.8748280605226959,0.954954954954955,0.8071065989847716
Ensemble-pCRVI-60d,0.7979153338415872,1.848403441664788,0.6971441868687835,0.7090620031796503,0.9253112033195021,0.5747422680412371
