feature,importance,display_name
pcrvi,0.40039196446629094,Coral Reef Vulnerability Index (pCRVI)
oni_lag60,0.18035657075895092,El Niño Index (60-day lag) (ONI_L60)
doy_sin,0.1651083134135514,Seasonal Cycle (sine) (DoY_sin)
cdr_norm_lag14,0.07894626539797035,Climate Driver Response (14-day lag) (CDR_L14)
sst_anomaly,0.0442561843062799,SST Anomaly (SSTA)
bh_norm_lag14,0.03246699076435435,Population Vulnerability (14-day lag) (BH_L14)
cdr_norm_lag7,0.02561098874888137,Climate Driver Response (7-day lag) (CDR_L7)
dmi_lag60,0.012895332509466059,Indian Ocean Dipole (60-day lag) (DMI_L60)
ta_norm_lag14,0.009381481428742105,Thermal Anomaly (14-day lag) (TA_L14)
pcrvi_lag14,0.008467931650356213,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
pcrvi_lag7,0.006439772979039329,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
doy_cos,0.00634563626275454,Seasonal Cycle (cosine) (DoY_cos)
cdr_norm,0.005932642938727737,Climate Driver Response (CDR)
bh_norm,0.005324160718575026,Population Vulnerability (BH)
ta_norm,0.004106624303731043,Thermal Anomaly (TA)
sr_norm,0.0033928539035922405,Seasonal Bleaching Risk (SR)
ta_norm_lag7,0.00256238285156884,Thermal Anomaly (7-day lag) (TA_L7)
sr_norm_lag14,0.0022459036802895058,Seasonal Bleaching Risk (14-day lag) (SR_L14)
bh_norm_lag7,0.0020749312467617364,Population Vulnerability (7-day lag) (BH_L7)
sr_norm_lag7,0.0014629177177123782,Seasonal Bleaching Risk (7-day lag) (SR_L7)
la_norm,0.0008824146464495375,Light Availability (LA)
la_norm_lag14,0.00045051307846274264,Light Availability (14-day lag) (LA_L14)
la_norm_lag7,0.00042399059973406304,Light Availability (7-day lag) (LA_L7)
wq_norm_lag7,0.0003761025098865158,Water Quality Stress (7-day lag) (WQ_L7)
wq_norm,6.854683242398469e-05,Water Quality Stress (WQ)
wq_norm_lag14,2.8582285447096507e-05,Water Quality Stress (14-day lag) (WQ_L14)
