,expert,ml,diff
thermal_anomaly,0.25,0.10103097558021545,-0.14896902441978455
accumulating_stress,0.18,0.492464542388916,0.312464542388916
seasonal_risk,0.1,0.03650159761309624,-0.06349840238690377
climate_driver,0.12,0.05599560588598251,-0.06400439411401748
bleaching_history,0.08,0.29884073138237,0.21884073138236998
water_quality,0.15,0.003381463000550866,-0.14661853699944913
light_availability,0.12,0.011785016395151615,-0.10821498360484838
