feature,importance
sr_norm,0.6338458
pcrvi,0.08432949
pcrvi_lag7,0.05307034
pcrvi_lag14,0.041860398
oni_lag60,0.036816582
doy_sin,0.02768742
bh_norm,0.016088795
cdr_norm_lag14,0.012639882
sst_anomaly,0.011683379
bh_norm_lag7,0.0114490045
cdr_norm_lag7,0.010570109
cdr_norm,0.0099142175
bh_norm_lag14,0.009661891
dmi_lag60,0.008404419
sr_norm_lag7,0.006385568
sr_norm_lag14,0.005905508
ta_norm_lag14,0.0052914023
ta_norm,0.0040160185
doy_cos,0.0037392362
ta_norm_lag7,0.0029095665
la_norm,0.0009821883
wq_norm,0.00071578013
la_norm_lag14,0.0006668178
wq_norm_lag7,0.00056944735
la_norm_lag7,0.0005020882
wq_norm_lag14,0.0002947152
