smiles,name,moa,disagreement,rank_mean,rank_std,rf_S,rf_rank,rf_pctile,dmpnn_S,dmpnn_rank,dmpnn_pctile,chemeleon_frozen_S,chemeleon_frozen_rank,chemeleon_frozen_pctile,molformer_S,molformer_rank,molformer_pctile,dmpnn_rdkit_S,dmpnn_rdkit_rank,dmpnn_rdkit_pctile
CC(=O)N(C[C@H](C)C(=O)O)c1c(I)cc(I)c(N)c1I,iocetamic-acid,radiopaque medium,0.47134405732199053,0.45647722213978337,0.47134405732199053,0.278173042586739,433,0.9357471434930998,1e-06,6589,0.022258495325716,0.041571,4518,0.3295741207894346,2.028900112772553e-05,6587,0.022555275263392183,0.4095152439692382,187,0.9722510758272741
CC(C)(C)CCN1C[C@@H]2[C@@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@@H]2C1,ML218,T-type calcium channel blocker,0.45603662626400315,0.568660038581392,0.45603662626400315,0.2513891523145021,719,0.8933076124054014,2.4e-05,6081,0.0976405994954741,0.310866,770,0.885739723994658,0.482909444568246,508,0.9246178958302419,0.0131533227104711,6456,0.04199436118118416
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,amcinonide,glucocorticoid receptor agonist,0.45434160754826636,0.6156106247217689,0.45434160754826636,0.271586416451461,495,0.9265469654251373,0.790008,285,0.9577088588811397,0.003475,6399,0.05045258940495623,0.0004821658684592,5447,0.19171983973883366,0.3537647551958493,326,0.9516248701587773
Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1,NSC-632839,ubiquitin specific protease inhibitor,0.453503216580311,0.5505861403769106,0.453503216580311,0.0846488826640113,6009,0.10832467725181782,0.511787,541,0.9197210268585844,0.569463,183,0.9728446357026265,0.0559379700438897,1815,0.7306722065588367,0.0069896579676959,6595,0.021368155512687337
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,granisetron,serotonin receptor antagonist,0.45229450423144185,0.5346787357174654,0.45229450423144185,0.1802315705069836,2681,0.6021664935450364,3e-06,6487,0.03739427214720281,0.60761,141,0.979077014393827,0.6840567336286821,291,0.956818519068111,0.0261060473662289,6079,0.09793737943315028
c1ccc2c(c1)C1=N/C2=N\c2c3ccccc3c3[n]2[Zn][n]2/c(c4ccccc4/c2=N/C2=N/C(=N\3)c3ccccc32)=N\1,ciaftalan-zinc,reactive oxygen species stimulant,0.44708324787486836,0.493188900430331,0.44708324787486836,0.1204285317746583,5058,0.24944353761685711,0.846638,229,0.9660186971360736,0.696405,69,0.9897610921501706,0.0004610052944944,5471,0.18815848048671913,0.0205335416591627,6250,0.07256269476183408
Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1,"tropanyl-3,5-dimethylbenzoate",serotonin receptor antagonist,0.44667012880102486,0.5599940644012464,0.44667012880102486,0.2023070070219174,1873,0.7220655883662264,1.6e-05,6181,0.08280160261166347,0.380526,533,0.9209081466092892,0.9322249617385132,58,0.9913933818073898,0.022772954190918,6181,0.08280160261166347
CCOc1cncc(/C=C/CCNC)c1,TC2559,acetylcholine receptor agonist,0.44473101726667474,0.4148686748775782,0.44473101726667474,0.2486936898593672,756,0.8878171835583915,0.405705,632,0.9062175396943166,0.003858,6373,0.05431072859474695,2.9710989256962736e-05,6537,0.029974773705297553,0.0443164566914811,5418,0.19602314883513872
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,fluocinonide,glucocorticoid receptor agonist,0.43843009247959513,0.5104021368155512,0.43843009247959513,0.2709248806152743,503,0.9253598456744324,6e-06,6388,0.052084879062175404,0.004474,6329,0.06083988722362366,0.0151890755437142,2835,0.5793144383439679,0.3267884673625093,442,0.9344116337735568
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,triamcinolone-hexacetonide,anti-inflammatory agent,0.4350165334508814,0.5068110995696691,0.4350165334508814,0.2873298119060475,360,0.9465796112182816,1e-05,6279,0.06825938566552903,0.005085,6280,0.06811099569669088,0.0093571762536236,3223,0.5217391304347826,0.3225087140563385,476,0.9293663748330613
O=C1/C(=C/c2cccs2)CCC/C1=C\c1cccs1,tenylidone,,0.4340932440563654,0.5244398278676361,0.4340932440563654,0.1220999242943976,4975,0.2617599050304199,0.974131,75,0.9888707523371421,0.604016,145,0.9784834545184745,0.0022735788771119,4372,0.35123905623979823,0.0131258203964538,6457,0.04184597121234601
CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1,SDZ-SER-082,serotonin receptor antagonist,0.43350069842676964,0.5071375575011129,0.43350069842676964,0.2462508182892419,792,0.8824751446802196,0.014888,2338,0.6530642528565069,0.001923,6523,0.03205223326903106,0.3945991532431664,607,0.9099272889152693,0.0173452397830906,6347,0.05816886778453778
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,ambenonium,cholinesterase inhibitor,0.4325300710529237,0.47039620121679776,0.4325300710529237,0.0875353612414946,5949,0.11722807538210422,0.0,6642,0.014393826977296298,0.378768,547,0.9188306870455557,0.0028736243844337,4196,0.37735569075530495,0.317151758007014,511,0.9241727259237276
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,gallamine-triethiodide,acetylcholine receptor antagonist,0.42973515925538597,0.3791363703813622,0.42973515925538597,0.1091772366920397,5412,0.19691348864816738,0.0,6718,0.0031161893456002066,0.283467,887,0.8683780976405995,1.030755769470735e-05,6657,0.012167977444724754,0.2300637690646138,1246,0.8151060988277192
N[C@@H](C(=O)O)c1nn[nH]n1,tetrazol-5-yl-glycine-(RS),glutamate receptor agonist,0.4292944187719914,0.45012613147351244,0.4292944187719914,0.239958976172799,906,0.8655586882326755,1e-06,6611,0.018993916011277645,3.9e-05,6710,0.004303309096305052,0.0071236583808948,3442,0.4892417272592373,0.2676458171980075,859,0.8725330167680665
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,diatrizoic-acid,,0.4268699107704575,0.607834990354652,0.4268699107704575,0.2350644755764805,1004,0.851016471286541,0.0,6636,0.01528416679032496,0.364281,583,0.9134886481673838,0.001385776030703,4752,0.29485086808131766,0.3782102554223267,239,0.9645347974476925
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,3-alpha-bis-(4-fluorophenyl)-methoxytropane,dopamine uptake inhibitor,0.4241733735233246,0.5264579314438345,0.4241733735233246,0.1945180227706099,2146,0.6815551268734233,1.5e-05,6187,0.08191126279863481,0.475827,309,0.9541474996290251,0.1957178835955988,1023,0.848197061878617,0.0195407305785824,6291,0.0664787060394717
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,karenitecin,topoisomerase inhibitor,0.4234622898992478,0.5287728149577088,0.4234622898992478,0.212229773094198,1580,0.7655438492357917,0.0,6737,0.0002967799376761837,0.014763,5737,0.1486867487757828,0.5742078859659823,394,0.941534352277786,0.2135521376367809,1430,0.7878023445615077
CCCC[C@@H](CC)CC[C@@H](CC(C)C)OS(=O)(=O)O,sodium-tetradecyl-sulfate,,0.4231195484938055,0.5137260721175249,0.4231195484938055,0.2523518408590264,709,0.8947915120937825,0.055584,1582,0.7652470692981155,0.005698,6234,0.07493693426324377,3.1570752257676646e-05,6524,0.03190384330019291,0.2221448817690463,1336,0.8017510016322896
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,acetriazoic-acid,,0.42230947496577803,0.5778008606618192,0.42230947496577803,0.2393106453531523,920,0.863481228668942,1e-06,6540,0.02952960379878322,0.251402,1063,0.8422614631250928,0.000620783689178,5287,0.2154622347529307,0.331875037773294,416,0.9382697729633477
[NH2][Pt]([NH2])([Cl])[Cl],cisplatin,DNA alkylating agent|DNA synthesis inhibitor,0.421601172970115,0.4276895681851907,0.421601172970115,0.150027593013834,3896,0.42187268140673695,0.427259,614,0.9088885591334026,0.000147,6683,0.008309838254933921,9.501033909769938e-06,6664,0.011129247662857944,0.2137569181473148,1427,0.788247514468022
[O]=[V]([OH])([OH])[OH],sodium-orthovanadate,,0.42089086809601145,0.6346342187268141,0.42089086809601145,0.1212377537682397,5019,0.2552307464015433,0.966164,90,0.9866449028045704,0.893251,15,0.9977741504674285,0.0001823007564653,5988,0.11144086659741803,0.2340237318507139,1199,0.8220804273631103
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,risedronate,osteoclast inhibitor,0.4197148637899705,0.5019439085917792,0.4197148637899705,0.0904516036321014,5888,0.12627986348122866,0.00166,3800,0.4361181184151951,0.006053,6215,0.0777563436711678,0.2974990110174235,761,0.8870752337142009,0.4466400861212394,118,0.9824899836771034
O=C1NNc2nc(CN3Cc4ccccc4C3)nc3cccc1c23,E7449,PARP inhibitor,0.41916580258887204,0.48728297967057427,0.41916580258887204,0.1307521402826724,4682,0.3052381658999852,9e-06,6315,0.06291734678735716,0.439335,385,0.942869861997329,0.5205603764870987,468,0.9305534945837661,0.0442023561828185,5426,0.19483602908443387
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,iothalamic-acid-d3,radiopaque medium,0.4184729907101708,0.6552604243953108,0.4184729907101708,0.2652703265856226,557,0.9173467873571747,2.2e-05,6100,0.09482119008755008,0.517329,244,0.963792847603502,0.0017274572806802,4605,0.31666419350051933,0.450379065445151,110,0.9836771034278082
O=S(=O)(O)CCSSCCS(=O)(=O)O,dimesna,tubulin polymerization inhibitor,0.4178081227876315,0.582994509571153,0.4178081227876315,0.1238418943220656,4926,0.2690310135034871,0.972308,83,0.9876836325864372,0.000912,6605,0.019884255824306307,0.2715787677850975,813,0.8793589553346194,0.1994703619182676,1624,0.759014690606915
O=S(=O)(O)CCCS(=O)(=O)O,eprodisate,amyloid protein inhibitor|antiamyloidogenic agent,0.41622786346656343,0.4380768660038582,0.41622786346656343,0.0910037827114666,5875,0.12820893307612402,0.54503,506,0.9249146757679181,6.4e-05,6701,0.005638818815848046,0.0014552422723542,4711,0.30093485680368004,0.2392363723972985,1141,0.8306870455557205
C[N+](C)(C)CCO,choline,acetylcholine precursor,0.4138885871168408,0.427748924172726,0.4138885871168408,0.2017564958903176,1893,0.7190977889894643,3e-06,6473,0.03947173171093632,1e-06,6734,0.0007419498441905148,0.5929473400767288,373,0.9446505416233862,0.0910085984651556,3809,0.4347826086956522
CCCCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,JHW-007,dopamine reuptake inhibitor,0.41387213415930885,0.5807389820448139,0.41387213415930885,0.2066980149132937,1740,0.7418014542216946,5e-05,5817,0.13681555126873424,0.434691,394,0.941534352277786,0.6164723420232591,355,0.9473215610624722,0.0332366694945157,5821,0.13622199139338176
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,topiramate,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,0.41368994276380466,0.4046594450215165,0.41368994276380466,0.2210933071001684,1335,0.8018993916011278,0.0,6701,0.005638818815848046,0.000793,6613,0.01869713607360146,0.0019098085411739,4510,0.33076124054013945,0.2628757444139628,901,0.866300638076866
FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,perfluamine,,0.41334187634124214,0.4272147202849087,0.41334187634124214,0.1694817758871767,3077,0.5434040658851462,0.0,6681,0.008606618192610216,2.3e-05,6716,0.0034129692832765013,0.0226920212010648,2493,0.6300638076866003,0.351596422617466,333,0.9505861403769105
CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,leniolisib,PI3K inhibitor,0.409109685481174,0.6121679774447248,0.409109685481174,0.2853224400545492,374,0.9445021516545482,1.4e-05,6214,0.07790473364000594,0.031548,4956,0.2645793144383439,0.2127086308026766,964,0.8569520700400652,0.3077677326058785,560,0.9169016174506603
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,iodixanol,radiopaque medium,0.40831539663914146,0.63181480931889,0.40831539663914146,0.2879892304331402,354,0.9474699510313103,1e-06,6615,0.018400356135925167,0.203985,1439,0.7864668348419647,0.0042467143264709,3886,0.423356581095118,0.4492782318575002,112,0.983380323490132
CN1C(=O)N(C)C2C1N(C)C(=O)N2C,mebicar,anxiolytic,0.4073276885586483,0.42415788692684375,0.4073276885586483,0.1003393953703526,5661,0.1599643864074789,9e-06,6309,0.06380768660038583,0.296292,834,0.8762427659890192,0.2202861234651673,942,0.8602166493545036,0.0376670127833255,5657,0.16055794628283127
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,halcinonide,glucocorticoid receptor agonist,0.40650909385566125,0.5813325419201661,0.40650909385566125,0.2431352753839814,851,0.8737201365187713,0.000161,5276,0.21709452441014987,0.004688,6314,0.06306573675619531,0.2416716036312461,885,0.8686748775782758,0.2773618334945263,781,0.8841074343374388
C[C@@H](C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccc(Br)cc1,PG-9,acetylcholine receptor agonist,0.40612592735524833,0.610031161893456,0.40612592735524833,0.204591609824445,1796,0.7334916159667606,0.000182,5214,0.22629470247811245,0.522195,234,0.9652767472918831,0.921273861382216,63,0.9906514319631993,0.0328004690756139,5833,0.13444131176732455
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,perflubron,contrast agent,0.4059012022416206,0.37524855319780387,0.4059012022416206,0.1301975108684153,4697,0.30301231636741355,0.0,6680,0.008755008161448252,6e-06,6730,0.0013355097195429932,0.0216139989512336,2532,0.6242765989019142,0.3325597948676635,412,0.9388633328387002
O=C(c1ccc(Cl)o1)N1C[C@H]2CNC[C@@H]2C1,AZD1446,acetylcholine receptor agonist,0.40517982752778675,0.5796408962754118,0.40517982752778675,0.1686698980507086,3113,0.5380620270069743,0.771324,299,0.9556313993174061,0.705968,64,0.9905030419943612,0.0032220304616811,4110,0.39011722807538207,0.0080202549115074,6578,0.023890784982935176
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,perfluorodecalin,,0.40469662242856524,0.36919424246920907,0.40469662242856524,0.1733139244648205,2953,0.5618044220210714,0.0,6663,0.011277637631696091,4e-06,6732,0.0010387297818666985,0.001620673183407,4648,0.31028342484048077,0.37226230877702,259,0.9615669980709304
CC(C)OC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O,glutathione-monoisopropyl-ester,lipid peroxidase inhibitor,0.4034427935493129,0.5154177177622792,0.4034427935493129,0.3251055667224281,187,0.9722510758272741,0.000204,5157,0.23475293070188452,0.430516,402,0.9403472325270812,0.000426585232656,5523,0.18044220210713757,0.053969848381483,5059,0.24929514764801897
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,ramipril,angiotensin converting enzyme inhibitor,0.4029352288775655,0.5691348864816739,0.4029352288775655,0.2559778842435105,655,0.9028045704110402,0.000104,5488,0.1856358510164713,0.178469,1714,0.7456595934114854,0.4858182998877183,504,0.9252114557055943,0.0235658199602453,6157,0.08636296186377801
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,aceglutamide,,0.4023235245424553,0.5146460899243211,0.4023235245424553,0.2990434410679291,281,0.958302418756492,6e-06,6380,0.05327199881288025,0.01155,5909,0.12316367413562845,0.0419623313107068,2025,0.6995103131028342,0.1907597935790846,1759,0.7389820448137706
O=C(N[C@@H](O)C(Cl)(Cl)Cl)N[C@H](O)C(Cl)(Cl)Cl,dicloralurea,,0.40205930033101056,0.6506900133550972,0.40205930033101056,0.1480884076535898,3979,0.40955631399317405,7e-06,6363,0.05579462828312809,0.326298,691,0.8974625315328684,0.6359172535033826,334,0.9504377504080724,0.3345401882724447,403,0.940198842558243
O=P(O)(O)F,sodium-monofluorophosphate,,0.40203889088937944,0.41190087550081617,0.40203889088937944,0.1418987955549574,4248,0.3696394123757234,0.096591,1300,0.8070930405104615,0.002277,6489,0.03709749220952663,4.545247530083218e-06,6700,0.005787208784686193,0.2441020682942244,1079,0.8398872236236831
CC[N+](CC)(CC)CC[C@](O)(c1ccccc1)C1CCCCC1,tridihexethyl,acetylcholine receptor antagonist,0.4019065343526893,0.44834545184745506,0.4019065343526893,0.1755788418474072,2863,0.575159519216501,1e-06,6612,0.018845526042439498,0.252292,1058,0.8430034129692833,2.3242580520654627e-05,6574,0.024484344858287543,0.2094868648465676,1481,0.7802344561507641
CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,VTP-27999,renin inhibitor,0.40149812197000406,0.5991986941682743,0.40149812197000406,0.2834672446902309,386,0.9427214720284909,0.000104,5487,0.18578424098530943,0.237036,1144,0.8302418756492062,0.3449977780330785,680,0.8990948211900875,0.0337743102437597,5808,0.13815106098827723
CC(C)CCC(=O)C[C@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,pagoclone,GABA receptor agonist,0.3994743482879707,0.5856358510164712,0.3994743482879707,0.2336152912843661,1034,0.8465647722213978,0.219238,886,0.8685264876094376,0.34161,656,0.9026561804422021,0.0009113902460433,5033,0.2531532868378098,0.0169703212133114,6353,0.05727852797150912
O=C(O)c1cc(Oc2ccc([N+](=O)[O-])cc2)cc(Oc2ccc([N+](=O)[O-])cc2)c1,compound-w,beta-secretase inhibitor,0.3955013929839104,0.502121976554385,0.3955013929839104,0.1138309448731422,5284,0.21590740465944502,9.3e-05,5537,0.17836474254340406,0.029279,5055,0.24988870752337144,0.82031296530978,163,0.9758124350793886,0.2814743475974501,737,0.8906365929663155
O=[As]O[As]=O,arsenic-trioxide,apoptosis stimulant,0.3946532559779466,0.5723401098085769,0.3946532559779466,0.1815517765271404,2628,0.610031161893456,0.245926,849,0.8740169164564475,0.683266,85,0.9873868526487609,2.37111011830497e-06,6718,0.0031161893456002066,0.0799062880499741,4130,0.38714942869862
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,metrizoic-acid,radiopaque medium,0.39460340579289876,0.6759459860513429,0.39460340579289876,0.2900958224965393,342,0.9492506306573676,1e-06,6577,0.024039174951773212,0.272834,941,0.8603650393233417,0.0159846879163422,2793,0.5855468170351684,0.3701587512177234,266,0.9605282682890637
N#CC(C(=N)Sc1ccccc1N)C(C#N)C(=N)Sc1ccccc1N,U-0126,MEK inhibitor,0.39436737168186353,0.4459118563585102,0.39436737168186353,0.1142176926459119,5275,0.21724291437898802,0.0004,4770,0.2921798486422318,0.647268,108,0.9839738833654845,1.5660117580081006e-05,6615,0.018400356135925167,0.1812609858341474,1902,0.7177622792699214
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1[nH]nc2c(F)c(F)ccc12,PK-44,dipeptidyl peptidase inhibitor,0.39383423737917256,0.3305831725775338,0.39383423737917256,0.168157545486875,3148,0.5328683780976406,2e-06,6528,0.031310283424840435,0.010665,5959,0.11574417569372308,4.488161081518125e-05,6456,0.04199436118118416,0.3238586699598232,465,0.9309986644902805
O=C[C@H](O)[C@@H](O)[C@H](O)CO,xylose,,0.3937557615641043,0.5469060691497255,0.3937557615641043,0.1365386826392173,4472,0.3364000593559875,0.000162,5273,0.2175396943166642,0.526948,224,0.9667606469802641,0.8820156664433614,110,0.9836771034278082,0.0509021371728685,5188,0.23015284166790329
C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,dehydroepiandrosterone-sulfate,androgen receptor agonist|estrogen receptor agonist,0.3935493975003086,0.4265618044220211,0.3935493975003086,0.2330232747978353,1047,0.8446357026265024,0.193968,940,0.8605134292921799,0.005392,6262,0.07078201513577687,0.000211417315305,5927,0.12049265469654247,0.0519525360961888,5146,0.2363852203591037
C[C@@H]1CCC[C@H](C)N1CCC[C@@](O)(c1ccccc1)c1ccccn1,pirmenol,acetylcholine receptor inhibitor,0.3933030341521179,0.3699658703071672,0.3933030341521179,0.1965737659870566,2073,0.6923875945986051,2.5e-05,6068,0.09956966909036946,0.321353,712,0.8943463421872682,0.0001508430228981,6073,0.09882771924617895,0.0191905909321133,6303,0.06469802641341449
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,nemiralisib,,0.39243532783298296,0.584567443240837,0.39243532783298296,0.165642831382349,3249,0.5178809912449918,1.8e-05,6154,0.08680813177029234,0.537503,213,0.9683929366374833,0.0024166364281895,4323,0.35851016471286545,0.4985778033085848,59,0.9912449918385517
CCC/C=C1\OC(=O)c2ccccc21,butylidenephthalide,cyclooxygenase inhibitor,0.3922098323312306,0.45822822377207306,0.3922098323312306,0.1724675215650996,2983,0.5573527229559282,0.017426,2246,0.6667161299896127,0.461732,336,0.9501409704703963,4.689449524070824e-05,6443,0.04392343077607952,0.0205711718355964,6247,0.07300786466834841
NC1=NC(=O)N2C[C@@H]12,imexon,apoptosis stimulant|ribonucleotide reductase inhibitor,0.392083988707873,0.6754414601572933,0.392083988707873,0.2577781428456046,627,0.9069594895385071,9e-06,6295,0.06588514616411933,0.348242,633,0.9060691497254786,0.9982948637515972,1,0.9998516100311619,0.1077998697792571,3380,0.4984419053271999
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,BMS-387032,CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor,0.39199649793417674,0.4838403323935303,0.39199649793417674,0.2463413595379525,790,0.8827719246178958,0.424105,620,0.907998219320374,0.047943,4266,0.3669683929366375,0.0005878684464971,5324,0.2099718059059208,0.0154245814412444,6392,0.051491319186822926
CN(C)CCS,captamine,,0.3919727360742919,0.4232972251075827,0.3919727360742919,0.1823545658131797,2602,0.6138893010832468,0.000662,4426,0.3432259979225404,0.000391,6658,0.012019587475886606,0.9603297222535844,24,0.9964386407478855,0.0357846950493057,5722,0.15091259830835435
COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(=O)[C@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)C)[C@@H]24,bruceantin,protein synthesis inhibitor,0.3917995820959692,0.49948063510906665,0.3917995820959692,0.1654881972243534,3255,0.5169906514319632,1.3e-05,6225,0.07627244398278676,0.013149,5837,0.13384775189197207,0.4991010638966599,494,0.9266953553939754,0.2460316000199235,1054,0.8435969728446358
O=C(Oc1ccc(Br)cc1)N1CC[N@]2CC[C@@H]1CC2,SSR180711,acetylcholine receptor agonist,0.39179897793325696,0.5226294702478113,0.39179897793325696,0.1349923357619742,4530,0.3277934411633774,6.9e-05,5688,0.15595785724885003,0.423696,414,0.9385665529010239,0.6621467889364088,306,0.9545926695355393,0.051879536164861,5147,0.23623683039026566
CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,dalcetrapib,cholesteryl ester transfer protein inhibitor,0.3917956985780038,0.581896423801751,0.3917956985780038,0.211134681876317,1617,0.7600534203887817,9.2e-05,5540,0.17791957263688973,0.240805,1119,0.8339516248701588,0.0002909295426592,5746,0.1473512390562398,0.4925844693930856,66,0.9902062620566849
CCCCOc1c(OCCCC)c(=O)c1=O,squaric-acid-dibutyl-ester,oxidative stress inducer,0.39176912832513955,0.6157293366968393,0.39176912832513955,0.0605769840189652,6380,0.05327199881288025,0.544457,507,0.9247662857990799,0.207547,1409,0.7909185339071079,0.595193511577152,371,0.9449473215610624,0.0752463583972178,4281,0.36474254340406587
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,segesterone-acetate,progesterone receptor agonist,0.3916968526161246,0.3073453034574863,0.3916968526161246,0.2198570468979339,1368,0.7970025226294702,1e-06,6600,0.020626205668496822,0.002201,6492,0.0366523223030123,0.0321792889982596,2224,0.6699807093040511,0.0049474122441101,6655,0.012464757382400937
COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1,rogaratinib,FGFR inhibitor,0.391532541300721,0.6430034129692832,0.391532541300721,0.1712429728473061,3019,0.5520106840777563,0.0,6711,0.004154919127467016,0.214212,1334,0.8020477815699658,0.224771837288256,924,0.8628876687935896,0.5392447067420535,41,0.9939160112776376
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,asimadoline,opioid receptor agonist,0.39147826926210755,0.6382846119602316,0.39147826926210755,0.3415301366270235,157,0.9767027748924173,0.003161,3344,0.5037839442053718,0.180061,1701,0.7475886630063808,0.5662738346527361,407,0.9396052826828907,0.008003762014066,6579,0.02374239501409703
C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,rimcazole,sigma receptor antagonist,0.3911542043072146,0.46701290992728894,0.3911542043072146,0.1387548086994485,4375,0.3507938863332839,0.648643,402,0.9403472325270812,0.213633,1341,0.8010090517880991,0.0007380704542723,5181,0.23119157144976998,0.0045283308819883,6660,0.011722807538210422
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,sunitinib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,0.3911468578885504,0.5958154028787653,0.3911468578885504,0.2258537026705805,1199,0.8220804273631103,1.5e-05,6191,0.08131770292328233,0.262169,996,0.8522035910372459,0.0011260278962213,4901,0.2727407627244398,0.3516122019853199,332,0.9507345303457486
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,remoxipride,dopamine receptor antagonist,0.3897368250643621,0.444279566701291,0.3897368250643621,0.2251862534967222,1214,0.8198545778305386,4.9e-05,5825,0.1356284315180294,0.377024,551,0.9182371271702033,0.0003470000923332,5656,0.1607063362516694,0.0428258027271689,5479,0.18697136073601428
NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,UK-383367,procollagen C-endopeptidase inhibitor,0.3894503368674531,0.462768956818519,0.3894503368674531,0.2596036380835902,613,0.9090369491022406,5e-06,6431,0.045704110402136844,0.025522,5225,0.22466241282089328,0.0012874663791588,4793,0.2887668793589553,0.2475775111296843,1040,0.8456744324083691
CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,amisulpride,dopamine receptor antagonist,0.38940681265018007,0.46526190829499925,0.38940681265018007,0.2474187857313188,778,0.8845526042439531,1.6e-05,6177,0.08339516248701584,0.274866,928,0.8622941089182371,0.000209032115699,5932,0.11975070485235195,0.0779833365473518,4203,0.37631696097343814
