smiles,name,n_models,is_known_antibiotic,best_selectivity,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,lipinski_violations,lipinski_pass
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,anagliptin,1,False,0.5977,383.46,0.65,115.42,2,6,6,3,0,True
COc1cc2nc(N3CCN(C(=O)[C@H](C)OC)CC3)nc(N)c2cc1OC,metazosin,1,False,0.5977,375.43,0.913,103.04,1,8,5,3,0,True
COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,terazosin,1,False,0.5971,387.44,1.057,103.04,1,8,4,4,0,True
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,leflunomide,1,False,0.5961,270.21,3.254,55.13,1,3,2,2,0,True
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,CUDC-427,1,False,0.5949,564.71,4.068,129.46,3,8,9,5,1,True
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,asunaprevir,1,False,0.5948,748.3,3.854,182.33,3,10,11,5,1,True
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,fluconazole,1,False,0.5894,306.28,0.736,81.65,1,5,5,3,0,True
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,glecaprevir,1,False,0.5871,838.88,3.857,195.22,3,11,6,7,2,False
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,acalabrutinib,1,False,0.5835,465.52,3.313,118.51,2,6,4,5,0,True
N[C@@H](CCC(=O)N[C@@H](CS[N+][O-])C(=O)NCC(=O)O)C(=O)O,S-nitrosoglutathione,1,False,0.5834,336.33,-2.385,195.98,5,7,11,0,0,True
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,RG7800,1,False,0.5834,416.53,3.393,67.8,0,5,3,5,0,True
CCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCC)cc2)cc1,DHBP,1,False,0.5796,354.58,5.869,7.76,0,0,13,2,1,True
O=C1Nc2cc(Br)ccc2/C1=C1Nc2ccccc2C/1=N/O,GSK-3-inhibitor-IX,1,False,0.5791,356.18,3.416,73.72,3,4,0,4,0,True
C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,zoliflodacin,1,True,0.579,487.44,1.203,143.31,2,9,1,6,0,True
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,CUDC-101,1,False,0.5733,434.5,4.198,105.6,3,7,11,3,0,True
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,tribomsalan,1,False,0.5724,449.92,4.932,49.33,2,2,2,2,0,True
O=C(O)/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1,adarotene,1,False,0.5679,374.48,5.625,57.53,2,2,4,6,1,True
CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,prinomastat,1,False,0.5659,423.52,2.264,108.83,2,7,5,3,0,True
CC(C)NNC(=O)c1ccncc1,iproniazid,1,False,0.5655,179.22,0.724,54.02,2,3,3,1,0,True
CC(C)(C)[C@H]1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1,CaCCinh-A01,1,False,0.5628,347.44,4.443,79.54,2,4,3,3,0,True
CC1(C)CN2C(CS/C(=N/C3CCCCC3)NC3CCCCC3)=CSC2=N1,IT1t,1,False,0.5622,406.67,5.369,39.99,1,5,4,4,1,True
Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,JNJ-26481585,1,False,0.5612,394.48,2.093,95.31,3,6,6,4,0,True
CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(F)cc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,belizatinib,1,False,0.5595,577.75,5.667,99.49,3,5,8,5,2,False
CCCCCCCC[N+](C)(C)Cc1ccccc1,benzyldimethyloctylammonium,1,False,0.5583,248.43,4.624,0.0,0,0,9,1,0,True
O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,halopemide,1,False,0.5574,416.88,3.189,70.13,2,3,5,4,0,True
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,pyrvinium-pamoate,1,False,0.5566,382.53,5.308,12.05,0,1,4,4,1,True
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,piretanide,1,False,0.5561,362.41,2.425,109.93,2,5,5,3,0,True
CCCCCCCCCCCCCCCC[n+]1ccccc1,cetylpyridinium,1,False,0.5554,304.54,6.455,3.88,0,0,15,1,1,True
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,daclatasvir,1,False,0.5502,738.89,6.222,174.64,4,8,11,6,2,False
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,azacitidine,1,False,0.5434,244.21,-3.168,143.72,4,8,2,2,0,True
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,methotrexate,1,True,0.5389,454.45,0.268,210.54,5,10,9,3,0,True
Cc1cc(CCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@H](C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1,UK-356618,1,False,0.5381,557.74,5.905,107.53,4,4,12,3,2,False
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CN(Cc2ccc(F)cc2)CCO1,mosapride,1,False,0.538,421.9,3.091,76.82,2,5,7,3,0,True
Cc1cccc(-c2nc(CNc3ccccc3F)[nH]c2-c2ccc3ncnn3c2)n1,EW-7197,1,False,0.5375,399.43,4.241,83.79,2,5,5,5,0,True
CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,XMD8-92,1,False,0.5372,474.57,3.938,94.06,2,8,5,5,0,True
CC(C)N1Cc2cc(S(C)(=O)=O)ccc2N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)S1(=O)=O,LY393558,1,False,0.5355,546.69,3.775,93.79,1,5,6,5,1,True
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,mivebresib,1,False,0.5319,459.47,4.366,93.19,2,4,6,4,0,True
CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,apratastat,1,False,0.5225,414.51,0.451,116.17,3,7,5,2,0,True
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,bromperidol,1,False,0.5183,420.32,4.535,40.54,1,3,6,3,0,True
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,BW-180C,1,False,0.5174,569.66,0.226,199.95,7,7,15,2,2,False
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,dalargin,1,False,0.5157,725.85,-1.026,290.95,11,9,21,2,2,False
O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,cilofexor,1,False,0.5143,586.86,6.559,108.92,2,7,8,6,2,False
O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1,EVP-6124,1,False,0.5118,320.85,3.379,32.34,1,3,2,5,0,True
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,apafant,1,False,0.509,455.97,3.433,72.61,0,6,4,5,0,True
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,pipamperone,1,False,0.5039,375.49,2.594,66.64,1,4,7,3,0,True
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](C)(O)[C@@H]1O)Oc1ccccc1,sofosbuvir-impurity-m,1,False,0.5037,527.47,0.679,178.41,4,10,10,3,1,True
Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1,WAY-170523,1,False,0.5015,613.69,5.373,138.18,3,7,11,5,2,False
CCOC(=O)Nc1cc2c(c(N)n1)NC(c1ccccc1)C(C)=N2,mivobulin,1,False,0.5003,325.37,3.491,101.63,3,6,3,3,0,True
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,nesbuvir,1,False,0.5002,446.5,3.234,99.85,2,5,7,4,0,True
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,lasalocid,1,False,0.5,590.8,5.842,133.52,4,7,13,3,2,False
Cc1ncc(CO)c(/C=N/NC(=O)c2ccncc2)c1O,pyridoxal-isonicotinoyl-hydrazone,1,False,0.4995,286.29,0.747,107.7,3,6,4,2,0,True
O=C(NC[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(N(CCO)C(=O)CO)c1I,ioversol,1,False,0.4989,807.11,-2.016,199.89,8,9,12,1,2,False
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,metoclopramide,1,False,0.4984,299.8,2.002,67.59,2,4,7,1,0,True
O=C(Nc1cc(C(F)(F)F)ccc1N1CCCCC1)c1ccncc1,SRPIN340,1,False,0.4979,349.36,4.343,45.23,1,3,3,3,0,True
O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,GSK2578215A,1,False,0.4979,399.43,5.114,64.11,1,4,6,4,1,True
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,uridine,1,False,0.497,244.2,-2.852,124.78,4,6,2,2,0,True
CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC,lintopride,1,False,0.496,310.79,1.395,79.95,2,5,5,2,0,True
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,brucine,1,False,0.4957,394.47,2.11,51.24,0,5,2,7,0,True
O=C(NOC[C@H](O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,PD-318088,1,False,0.4941,561.09,3.229,90.82,4,5,7,2,1,True
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,uprifosbuvir,1,False,0.4937,545.91,1.926,158.18,3,9,10,3,1,True
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,adapalene,1,False,0.492,412.53,6.681,46.53,1,2,4,7,1,True
CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,gramicidin,1,False,0.4917,1882.33,4.372,548.99,21,17,53,8,3,False
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,sinefungin,1,False,0.4889,381.39,-2.063,208.65,6,10,7,3,1,True
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,melperone,1,False,0.4883,263.36,3.521,20.31,0,2,5,2,0,True
COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1,S-14506,1,False,0.488,407.49,3.54,44.81,1,4,6,4,0,True
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,cytarabine,1,False,0.4878,243.22,-2.563,130.83,4,7,2,2,0,True
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,cytidine,1,False,0.4878,243.22,-2.563,130.83,4,7,2,2,0,True
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,antagonist-g,1,False,0.4849,951.21,2.318,299.3,11,9,26,5,2,False
Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,TG-100713,1,False,0.4848,254.25,0.957,123.83,3,7,1,3,0,True
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,adenosine,1,False,0.4847,267.25,-1.98,139.54,4,8,2,3,0,True
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,sorafenib,1,False,0.4831,464.83,5.55,92.35,3,4,5,3,1,True
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,dinaciclib,1,False,0.482,396.5,2.279,92.63,2,6,7,4,0,True
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,substance-P,1,False,0.4813,1347.66,-3.501,516.63,16,17,42,4,3,False
CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1,talinolol,1,False,0.4771,363.5,3.269,82.62,4,4,7,2,0,True
O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,dacinostat,1,False,0.4656,379.46,2.724,88.59,4,4,9,3,0,True
NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,robalzotan,1,False,0.4614,318.39,2.635,55.56,1,3,4,4,0,True
CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cn[nH]n4)cc3)c(F)c2)C(=O)O1,radezolid,1,True,0.4612,438.46,2.362,112.24,3,6,8,4,0,True
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,sultiame,1,False,0.4609,290.37,0.264,97.54,1,4,2,2,0,True
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,ademetionine,1,False,0.4551,399.45,-1.922,182.63,5,9,7,3,0,True
CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,LY3000328,1,False,0.4549,484.53,1.935,92.37,2,7,5,5,0,True
CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O,orphanin-fq,1,False,0.4523,1809.07,-11.061,831.4,30,26,62,2,3,False
CSCC[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,metenkephalin,1,False,0.4502,573.67,-0.456,199.95,7,8,16,2,2,False
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,BMY-7378,1,False,0.4474,385.51,2.527,53.09,0,5,5,4,0,True
CC(C)(N)CC12CC3CC(CC(C3)C1)C2,somantadine,1,False,0.4467,207.36,3.33,26.02,1,1,2,4,0,True
COc1ccc(/C=C/C(=O)C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,ASC-J9,1,False,0.4452,396.44,4.459,74.22,1,6,9,2,0,True
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,TXA127,1,False,0.4442,899.02,-1.833,377.24,13,12,25,3,3,False
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(N[C@@H](C)CCCN)c2n1,tafenoquine,1,False,0.4438,463.5,5.911,78.63,2,6,9,3,1,True
O=C(CN1C2=NCCN2c2ccccc21)c1ccc(-c2ccccc2)cc1,CCT-031374,1,False,0.4401,353.43,4.233,35.91,0,4,4,5,0,True
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,baricitinib,1,False,0.4395,371.43,1.096,120.56,1,6,5,4,0,True
C[C@H]1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,ulifloxacin,1,False,0.439,349.39,1.873,74.57,2,5,2,4,0,True
O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,pumosetrag,1,False,0.4378,303.39,1.414,65.2,2,4,2,5,0,True
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,bivalirudin,1,False,0.4371,2180.32,-8.116,901.57,28,29,66,6,3,False
C[C@H](N)C(=O)O,L-alanine,1,False,0.4363,89.09,-0.582,63.32,2,2,1,0,0,True
C[C@@H](N)C(=O)O,alanine,1,False,0.4363,89.09,-0.582,63.32,2,2,1,0,0,True
CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CSSC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,delcasertib,1,False,0.4323,2880.33,-16.313,1385.81,53,43,102,3,3,False
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,pipemidic-acid,1,True,0.4308,303.32,-0.081,100.35,2,6,3,3,0,True
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C,larazotide-acetate,1,False,0.4305,725.85,-3.184,301.32,9,10,21,1,2,False
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,thymopentin,1,False,0.4283,679.78,-2.191,325.17,12,10,22,1,2,False
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)O)C(C)C)C(C)C)[C@@H](C)O)[C@@H](C)O,thymalfasin,1,False,0.4271,3108.31,-18.091,1456.35,49,49,111,0,3,False
CSCC[C@H](NC=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,foxy-5,1,False,0.4177,694.79,-2.69,286.5,10,11,24,0,3,False
CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,argireline,1,False,0.4176,889.01,-5.325,459.18,16,13,32,0,3,False
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3[C@@H](C)S2)CC1,prulifloxacin,1,True,0.4149,461.47,2.64,109.13,1,8,4,5,0,True
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,hydrochlorothiazide,1,False,0.4133,297.75,-0.351,118.36,3,5,1,2,0,True
O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@H](CN12)[C@@H]34,oxymatrine,1,False,0.3998,264.37,1.884,43.37,0,2,0,4,0,True
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,rauwolscine,1,False,0.3941,354.45,2.647,65.56,2,4,1,5,0,True
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,yohimbine,1,False,0.3941,354.45,2.647,65.56,2,4,1,5,0,True
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,sulfathiazole,1,False,0.3914,255.32,1.526,85.08,2,5,3,2,0,True
CC(=O)NS(=O)(=O)c1ccc(N)cc1,sulfacetamide,1,False,0.3843,214.25,0.094,89.26,2,4,2,1,0,True
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)CCCN(CCO)CCO,avridine,1,False,0.3765,667.21,12.488,46.94,2,4,42,0,2,False
N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O,DU-728,1,False,0.3727,433.42,-4.786,270.05,10,8,14,0,1,True
