smiles,name,moa,clinical_phase,rf_p_path,rf_p_gut,rf_S,rf_rank,dmpnn_p_path,dmpnn_p_gut,dmpnn_S,dmpnn_rank,chemeleon_frozen_p_path,chemeleon_frozen_p_gut,chemeleon_frozen_S,chemeleon_frozen_rank,molformer_p_path,molformer_p_gut,molformer_S,molformer_rank,dmpnn_rdkit_p_path,dmpnn_rdkit_p_gut,dmpnn_rdkit_S,dmpnn_rdkit_rank,MW,LogP,TPSA,n_rings,n_aromatic_rings,n_rotatable,n_HBA,n_HBD,formal_charge,n_heavy_atoms,fraction_sp3,n_heteroatoms,has_phosphate,has_sulfate
CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,torin-1,mTOR inhibitor,Preclinical,0.2301396914380202,0.3508046339693218,0.1494056212212929,3921,0.001092,0.292721,0.000772,4335,0.344614,0.090086,0.313569,755,0.32163158,0.008768198,0.3188114506235071,725,0.05181510674,0.1640255557,0.0433161050633166,5463,607.6360000000003,6.831500000000006,71.33000000000001,7,6,4,5,0,0,45,0.2,10,0,0
Cc1cccn2c(=O)c(/C=C(\C#N)c3nc4ccccc4s3)c(Oc3ccc(F)cc3)nc12,CCG-63808,G protein signaling inhibitor,Preclinical,0.2074130838797806,0.2797522332186224,0.1493888104656505,3922,0.002058,0.138592,0.001773,3750,0.038554,0.193386,0.031098,4976,0.00011800683,0.4089154,6.975201990781801e-05,6341,0.1053078956,0.259859548,0.0779426334485528,4204,454.48600000000016,5.608200000000003,80.28,5,5,4,6,0,0,33,0.04,8,0,0
O=S(=O)(c1cccc2cnccc12)N1CCNCC1,C-1,protein kinase inhibitor,Preclinical,0.1770389127879091,0.1562994776794506,0.1493678231902211,3923,0.008582,0.002773,0.008558,2687,0.038987,0.005998,0.038753,4639,0.0074523184,0.00090789003,0.0074455525144242,3403,0.0541790710599999,0.01634961786,0.0532932639521592,5086,277.34900000000005,0.8287,62.300000000000004,3,2,2,4,1,0,19,0.3076923076923077,6,0,0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,voriconazole,cytochrome P450 inhibitor,Launched,0.197804068968131,0.2448815302367214,0.1493655058721651,3924,0.001521,0.181928,0.001244,3993,0.016902,0.256872,0.01256,5859,0.012639192,0.015973445,0.0124373005617435,2995,0.0568414657,0.2480758732,0.0427404694625046,5485,349.31600000000003,2.1769,76.72,3,3,5,5,1,0,25,0.25,9,0,0
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(C)cc1OC,O-1918,cannabinoid receptor antagonist,Preclinical,0.1656197548132444,0.0985880841358766,0.149291620491153,3925,1.9e-05,0.007464,1.8e-05,6160,0.080753,0.024234,0.078796,3377,0.0028405234,0.1547866,0.0024008484406935,4327,0.058329482,0.0556288445999999,0.0550846803102235,5013,286.415,5.028220000000005,18.46,2,1,4,2,0,0,21,0.47368421052631576,2,0,0
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,bacitracin,bacterial cell wall synthesis inhibitor,Launched,0.5001913034183658,0.7015829251185859,0.1492656256472306,3926,0.17715,0.743689,0.045405,1696,0.265059,0.079478,0.243993,1097,0.14786413,0.6070404,0.0581046293791479,1791,0.35739139,0.790393312,0.0749116255776163,4294,1422.7199999999998,-1.6776000000000149,530.8699999999999,4,2,31,19,17,0,100,0.6363636363636364,34,0,0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,hydroxychloroquine,antimalarial agent,Launched,0.1721875738594087,0.1331778721634055,0.1492559991598334,3927,2.9e-05,0.019185,2.9e-05,6023,0.207626,0.106455,0.185523,1638,0.015678758,0.0005169513,0.0156706528456695,2814,0.0490184035099999,0.05281348186,0.0464295709454184,5349,335.8790000000001,3.783000000000002,48.39,2,2,9,4,2,0,23,0.5,5,0,0
C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1,indeloxazine,norepinephrine reuptake inhibitor|serotonin reuptake inhibitor,Withdrawn,0.188992397332092,0.2106045749344961,0.1491897338261154,3928,0.015877,0.007469,0.015758,2304,0.266281,0.012248,0.26302,988,0.003903896,0.0010296911,0.0038998761930334,3944,0.02828831956,0.004502370362,0.0281609550684222,6013,231.29499999999993,1.6231,30.49,3,1,3,3,1,0,17,0.42857142857142855,3,0,0
O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,lobenzarit,immunosuppressant,Launched,0.2247254801213389,0.3363125466838241,0.1491474815969863,3929,0.428005,0.017039,0.420712,624,0.355408,0.361312,0.226995,1219,0.73482674,0.017958555,0.7216303135742393,258,0.3712696639999999,0.2322303492,0.2850495802819133,706,291.69,3.4800000000000013,86.63000000000001,2,2,4,3,3,0,20,0.0,6,0,0
CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C,ZK-93426,benzodiazepine receptor antagonist,Phase 1,0.1636114164920245,0.088410760131535,0.1491464067937674,3930,0.10471,0.004826,0.104205,1261,0.135359,0.032941,0.1309,2362,0.0005399545,0.0013717068,0.0005392138407406,5380,0.1187660648,0.0284535938,0.1153867434349563,3207,312.3690000000001,3.988420000000003,64.21,3,3,4,4,1,0,23,0.3333333333333333,5,0,0
COC(=O)c1cc2c(C(F)(F)F)cc(-c3ccccc3)cc2n1O,NHI-2,lactate dehydrogenase inhibitor,Preclinical,0.1912767034684087,0.2202758528731159,0.1491430644771469,3931,0.799298,0.100604,0.718886,342,0.05545,0.058608,0.0522,4132,0.009690792,0.049657453,0.0092095719517272,3240,0.16864181,0.1337447409999999,0.1460868547997788,2525,335.281,4.351000000000003,51.46,3,3,2,3,1,0,24,0.11764705882352941,7,0,0
C[C@@H](/C=C/c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,BW-B70C,lipoxygenase inhibitor,Preclinical,0.1893728850913164,0.2125159364683244,0.1491281290744269,3932,0.000892,0.021825,0.000872,4259,0.205094,0.081011,0.188479,1605,0.030947695,0.0050945976,0.0307900289473274,2267,0.37357114,0.0651799804,0.3492217804167943,339,316.33200000000005,3.789600000000002,75.78999999999999,2,2,5,3,2,0,23,0.11764705882352941,6,0,0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,warfarin,vitamin K antagonist,Launched,0.2671786192677185,0.4418827401058278,0.1491169988880073,3933,0.011857,0.017848,0.011645,2497,0.283855,0.124864,0.248412,1076,0.0005552206,0.008873019,0.000550294117067,5373,0.265384396,0.1437895452,0.2272248943959833,1268,308.3330000000001,3.609600000000003,67.50999999999999,3,3,4,4,1,0,23,0.15789473684210525,4,0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,delta-tocotrienol,HMGCR inhibitor,Phase 1,0.2109307949193389,0.2932132075007344,0.1490830999803599,3934,0.000825,0.267721,0.000604,4484,0.050976,0.010874,0.050421,4179,0.021528011,0.0060998835,0.0213966926409132,2539,0.0888869415999999,0.446627148,0.0491876203787494,5242,396.6150000000002,7.983720000000009,29.46,2,1,9,2,1,0,29,0.5555555555555556,2,0,0
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,clorsulon,glycolysis inhibitor,Launched,0.1787002422847864,0.1658482043332796,0.1490631279879326,3935,0.634357,0.046193,0.605055,450,0.832509,0.005928,0.827574,28,0.98230666,0.10547959,0.8786933562489306,113,0.484149514,0.0721931815999999,0.4491972202142462,113,380.66200000000015,0.9060999999999999,146.34,1,1,3,5,3,0,20,0.0,12,0,0
CNc1nn2c(C)c(N(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,AVN-492,serotonin receptor antagonist,Preclinical,0.1675629836637389,0.1106015977082,0.1490302499537764,3936,0.114835,0.002029,0.114602,1207,0.140639,0.01382,0.138695,2243,0.00443867,0.0030052941,0.0044253304912371,3853,0.074080806,0.194047908,0.0597055805727461,4841,359.4550000000001,2.2866400000000002,79.6,3,3,4,6,1,0,25,0.29411764705882354,8,0,1
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,evodiamine,ATPase inhibitor|TRPV agonist,Preclinical,0.165742019828694,0.1008817896590075,0.1490216682466767,3937,4.7e-05,0.014389,4.6e-05,5843,0.006396,0.030619,0.0062,6209,0.04040502,0.001458163,0.0403461028948217,2057,0.212447157,0.0280179946,0.2064948137023886,1510,303.365,3.3148000000000017,39.34,5,3,0,2,1,0,23,0.21052631578947367,4,0,0
Cc1nc2cc(F)c(F)cc2n1-c1cncc(Nc2ccc(C(F)(F)F)cc2)n1,PTC-028,BMI-1 inhibitor,Preclinical,0.1921022483584214,0.2243683258008377,0.1490005885116656,3938,0.013502,0.305013,0.009384,2635,0.070642,0.066595,0.065938,3721,0.009260525,0.11679737,0.0081789200351807,3325,0.1297304948,0.30508866,0.090151191980331,3829,405.33000000000004,5.164520000000002,55.63,4,4,3,4,1,0,29,0.10526315789473684,10,0,0
c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,purmorphamine,smoothened receptor agonist,Preclinical,0.199182158539105,0.2520050418873772,0.1489872503332396,3939,0.000302,0.113888,0.000268,5015,0.140974,0.049227,0.134034,2309,7.5232565e-05,0.121621236,6.608268745724966e-05,6356,0.1736602092,0.376228172,0.1083243461435464,3366,520.6370000000004,6.857200000000006,77.33,7,5,6,7,1,0,39,0.3225806451612903,8,0,0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,tiracizine,sodium channel blocker,Withdrawn,0.1684691940301325,0.1157017151728756,0.1489770193270542,3940,5e-06,0.008947,5e-06,6432,0.042796,0.019579,0.041959,4505,0.00027107785,0.0034990797,0.0002701293269979,5791,0.389632,0.07293008188,0.3612161063369318,296,367.4490000000001,3.579900000000002,61.88,3,2,4,4,1,0,27,0.3333333333333333,6,0,0
Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,indoximod,"indoleamine 2,3-dioxygenase inhibitor",Phase 2,0.2026425804333246,0.264936239851696,0.1489552171394747,3941,0.169266,0.006797,0.168116,1016,0.067247,0.024133,0.065624,3731,0.0009892291,0.0016676331,0.0009875794288093,4986,0.21156383,0.014428579672,0.2085112644231315,1491,218.25600000000003,1.1326999999999996,68.25,2,2,3,2,2,0,16,0.25,4,0,0
CC(=O)N[C@H]1CCSC1=O,citiolone,lipotropic|mucolytic agent,Preclinical,0.1646459437049078,0.0953975364110023,0.148939126295395,3942,8e-06,0.014168,8e-06,6338,0.039128,0.009409,0.038759,4638,0.013561601,0.00047591125,0.013555146881516,2926,0.0543194394,0.02032768066,0.0532152511822465,5094,159.20999999999998,0.15460000000000013,46.17,1,0,1,3,1,0,10,0.6666666666666666,4,0,0
CC(C)(C)NC[C@@H](O)c1cc(Cl)c(N)c(Cl)c1,clenbuterol,adrenergic receptor agonist,Launched,0.1646859936125729,0.0956839719494074,0.1489281836192872,3943,0.001872,0.013446,0.001847,3717,0.07245,0.005052,0.072084,3557,0.0022030848,0.0069626183,0.002187745561455,4402,0.1737299673999999,0.00576533324,0.1727283562441646,2036,277.195,2.9971000000000005,58.28,1,1,3,3,3,0,17,0.5,5,0,0
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,SR-1078,retinoid receptor agonist,Preclinical,0.1683911260977726,0.1156716140016032,0.1489130527584957,3944,0.000349,0.005787,0.000347,4856,0.049908,0.10801,0.044517,4402,0.049016993,0.23726413,0.0373870188006389,2122,0.19316104,0.1029194525999999,0.1732810114995533,2023,431.254,5.269900000000003,49.33,2,2,3,2,2,0,29,0.23529411764705882,12,0,0
CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1,NSI-189,neurotrophic agent,Phase 2,0.1839623535019995,0.1905929200669417,0.1489004313656664,3945,0.012718,0.004817,0.012656,2448,0.064023,0.056267,0.06042,3900,0.00015851675,0.0020044718,0.0001581990076447,6050,0.0065819384599999,0.07166359208,0.0061102531071068,6623,366.5090000000001,3.497600000000002,48.470000000000006,3,2,7,4,1,0,27,0.45454545454545453,5,0,0
COC(=O)C1=CCCN(C)C1,arecoline,acetylcholine receptor agonist,Phase 1,0.1571429643357204,0.0525680964681654,0.1488822578272267,3946,3e-05,0.003646,3e-05,6019,0.00998,0.000682,0.009973,6000,0.00014136631,0.00032435608,0.0001413204569778,6107,0.02541424612,0.0034192457971999,0.0253273485657651,6105,155.197,0.4213,29.54,1,0,1,3,0,0,11,0.625,3,0,0
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,diphemanil,acetylcholine receptor antagonist,Launched,0.1632113587684965,0.0878252797123734,0.1488772755324168,3947,0.000175,0.012929,0.000173,5240,0.075931,0.029176,0.073716,3506,0.00018196016,0.004120175,0.0001812104522977,5994,0.0751585806,0.0620454956,0.0704953292180804,4440,278.4190000000001,4.358700000000004,0.0,3,2,2,0,0,1,21,0.3,1,0,0
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CYC116,Aurora kinase inhibitor,Phase 1,0.1954945315870125,0.2385386473146932,0.1488615304648269,3948,0.004447,0.057549,0.004191,3141,0.034376,0.091205,0.031241,4969,0.00012668024,0.0055438965,0.0001259779378608,6148,0.0451660783,0.117027913,0.0398803864181564,5577,368.46600000000024,3.070920000000001,89.19,4,3,4,8,2,0,26,0.2777777777777778,8,0,0
CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(Cl)cc1Cl,RN-1734,TRPV antagonist,Preclinical,0.1889144162471031,0.2122057298428824,0.1488256946695445,3949,0.002418,0.018327,0.002374,3551,0.084831,0.026739,0.082563,3284,0.11710321,0.0017032704,0.116903751568662,1324,0.285622122,0.0645929928,0.2671729343301333,863,353.31500000000005,3.390500000000002,49.410000000000004,1,1,7,3,1,0,21,0.5714285714285714,7,0,1
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,ethacridine-lactate-monohydrate,DNA intercalating agent,Preclinical,0.1587370973359723,0.0626537169089268,0.1487916281765395,3950,0.003359,0.066741,0.003134,3346,0.011835,0.074431,0.010954,5942,0.15326458,0.011625391,0.1514828193310492,1175,0.2026255539999999,0.1007555894,0.1822098968792284,1885,253.30499999999998,2.9511000000000003,74.16,3,3,2,4,2,0,19,0.13333333333333333,4,0,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,bendroflumethiazide,sodium/potassium/chloride transporter inhibitor,Launched,0.1823201796037167,0.1840827587330411,0.1487581779695609,3951,0.661525,0.010862,0.654339,394,0.037171,0.013006,0.036688,4742,0.13065735,0.0019682653,0.130400181671805,1272,0.208348958,0.0905000359999999,0.1894933698004375,1779,421.4220000000001,1.6254000000000004,118.35999999999999,3,2,3,5,3,0,27,0.2,12,0,1
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,amoxapine,norepinephrine reputake inhibitor,Launched,0.1677522111925836,0.1132812054551247,0.148749038490925,3952,0.023311,0.037654,0.022433,2102,0.192386,0.133477,0.166707,1848,7.36256e-05,0.005441287,7.32249819798528e-05,6326,0.01719754081,0.0229624443999999,0.0168026432353336,6356,313.788,3.4292000000000025,36.86,4,2,0,4,1,0,22,0.23529411764705882,5,0,0
COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,pilaralisib,PI3K inhibitor,Phase 2,0.1750781201686111,0.1504214575449236,0.1487426141486233,3953,0.011089,0.008961,0.01099,2525,0.078404,0.038445,0.07539,3460,0.5043078,0.0073572956,0.5005974584420143,486,0.0453996814,0.1711288602,0.0376304856685748,5658,541.0330000000002,4.512000000000002,148.33,4,4,8,8,4,0,37,0.16,12,0,1
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,terfenadine,histamine receptor antagonist,Withdrawn,0.2988017818057099,0.5022761991154578,0.1487207585514115,3954,0.116808,0.250529,0.087545,1345,0.462713,0.106797,0.413297,444,0.026076943,0.1346244,0.0225663501947908,2498,0.0988499832,0.1687308569999999,0.0821709408202284,4059,471.6850000000001,6.445800000000008,43.7,4,3,8,3,2,0,35,0.4375,3,0,0
CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,iopodic-acid,,Launched,0.1854091250630377,0.1979076652712149,0.1487152380018332,3955,0.0,0.012852,0.0,6656,0.361882,0.004952,0.36009,595,0.0013797876,0.0041103605,0.0013741161755505,4758,0.258510962,0.144668102,0.2211126717812658,1347,597.9600000000002,3.7390000000000025,52.900000000000006,1,1,5,2,1,0,19,0.3333333333333333,7,0,0
CCc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1,LY311727,phospholipase inhibitor,Preclinical,0.1945127681506387,0.2355487876165605,0.1486955214368146,3956,4.8e-05,0.039227,4.6e-05,5840,0.035922,0.136231,0.031028,4982,0.022415575,0.2140207,0.0176181779475975,2716,0.408452486,0.3087883099999999,0.2823271331327613,730,430.4410000000001,3.2264000000000026,114.78000000000003,3,3,10,3,3,0,30,0.3181818181818182,8,1,0
O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,acitazanolast,mediator release inhibitor,Launched,0.1631327491199727,0.0885072218029221,0.1486943227102908,3957,2e-06,0.004103,2e-06,6500,0.00498,0.034761,0.004807,6301,2.3250075e-05,0.000682714,2.323420184829645e-05,6575,0.2270088792,0.0227873233999999,0.221835954454998,1342,233.187,-0.11020000000000069,120.86,2,2,2,5,3,0,17,0.0,8,0,0
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,indalpine,selective serotonin reuptake inhibitor (SSRI),Withdrawn,0.1730891703521834,0.1410832825586729,0.14866918202354,3958,0.02318,0.016241,0.022804,2092,0.188828,0.010403,0.186864,1621,0.0037697754,0.002191498,0.0037615139447504,3976,0.04620581174,0.009059597292,0.0457872056930856,5371,228.339,3.100100000000001,27.82,3,2,3,1,2,0,17,0.4666666666666667,2,0,0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,chlorpyrifos,acetylcholinesterase inhibitor,Launched,0.1803090580924026,0.1760285987371838,0.1485695072567755,3959,0.001007,0.022957,0.000984,4168,0.018705,0.006176,0.018589,5551,0.0009575361,0.08156627,0.0008794334519326,5058,0.2734055019999999,0.2863806428,0.1951074585921832,1699,350.591,4.718100000000002,40.58,1,1,6,5,0,0,18,0.4444444444444444,9,1,0
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,bretazenil,GABA benzodiazepine site receptor partial agonist,Phase 2,0.2086781319171751,0.2882044625394441,0.1485361630642504,3960,0.002208,0.032422,0.002137,3629,0.08327,0.254336,0.062091,3841,0.016967993,0.11788844,0.014967662775299,2847,0.255777754,0.283575342,0.1832454899334581,1875,418.29100000000005,3.8808000000000034,64.43,4,2,1,4,0,0,26,0.42105263157894735,7,0,0
OCCSCCO,thiodiglycol,,Preclinical,0.158254016686279,0.0616197199735983,0.1485024484933733,3961,0.001093,0.0062,0.001086,4081,0.036287,8.1e-05,0.036284,4757,0.00013816473,0.0009027683,0.0001380399992615,6115,0.0547342543999999,0.01213056484,0.0540702969780317,5055,122.189,-0.2958,40.46,0,0,4,3,2,0,7,1.0,3,0,0
CC(C)(O)c1cn(-c2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)c(C(C)(C)c2ccccc2Cl)n1,BMS-779788,LXR agonist,Phase 1,0.2430319203772155,0.389025005209151,0.1484864262864793,3962,0.034511,0.192945,0.027852,1965,0.436429,0.049361,0.414887,437,0.011276685,0.07088952,0.0104772862131588,3126,0.186313601,0.42885149,0.1064127356038845,3422,509.0710000000002,6.149500000000005,72.19,4,4,6,4,1,0,35,0.25,7,0,0
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,estramustine,DNA alkylating agent,Launched,0.1790941676978434,0.1709158745157145,0.1484841314051025,3963,0.000158,0.027176,0.000153,5301,0.080673,0.051492,0.076519,3436,0.0032936619,0.0015142919,0.0032886743344634,4088,0.0956570718,0.1324046811999999,0.0829916277037955,4033,440.4110000000002,5.182000000000006,49.769999999999996,4,1,5,3,1,0,29,0.6956521739130435,6,0,0
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,dapoxetine,selective serotonin reuptake inhibitor (SSRI),Launched,0.161764010178927,0.0821031641936067,0.1484826730905903,3964,0.000508,0.013559,0.000502,4625,0.097368,0.037899,0.093678,3021,0.000742997,0.0032077013,0.0007406136875572,5175,0.0757583214,0.1531945965999999,0.0641525559140338,4672,305.42100000000005,4.911600000000004,12.47,3,3,6,2,0,0,23,0.23809523809523808,2,0,0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,azilsartan-medoxomil,angiotensin receptor antagonist,Launched,0.218231407287175,0.3196611369610815,0.1484713075131398,3965,0.012151,0.153854,0.010282,2570,0.270269,0.100102,0.243215,1105,0.6153141,0.006605557,0.6112496076395463,358,0.093210166,0.1107832653199999,0.0828840394495007,4037,568.5420000000003,4.705220000000004,155.59,6,6,9,10,1,0,42,0.16666666666666666,12,0,0
Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1,TH-588,MTH1 inhibitor,Preclinical,0.2105497654321959,0.2950507252992125,0.1484269044298475,3966,0.004336,0.139869,0.00373,3228,0.300278,0.677383,0.096875,2964,0.0016272152,0.009945636,0.0016110315099271,4652,0.33810165,0.1794321928,0.2774353295512018,780,295.173,3.606900000000002,63.83,3,2,3,4,2,0,19,0.23076923076923078,6,0,0
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,thiophanate,,Preclinical,0.1677510965853806,0.1152169502240505,0.1484233268400729,3967,0.000211,0.003446,0.00021,5143,0.438288,0.005085,0.43606,390,0.97364116,0.0067986003,0.9670217629175316,17,0.175469042,0.0075697924328,0.1741407777736777,2005,342.4020000000001,1.7921999999999998,100.72000000000001,1,1,2,6,4,0,22,0.16666666666666666,10,0,0
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,AT13148,protein kinase inhibitor,Phase 1,0.1879897446788825,0.2106199372152414,0.148395356457507,3968,0.246662,0.101602,0.2216,882,0.450204,0.2487,0.338238,661,0.00035513449,0.0064548487,0.0003528421505988,5639,0.3320964819999999,0.105049238,0.2972099996234192,629,313.78799999999995,2.9247000000000005,74.93,3,3,4,3,3,0,22,0.11764705882352941,5,0,0
CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21,ZK-164015,estrogen receptor antagonist,Preclinical,0.1996520701542802,0.2569376607050038,0.1483539342939281,3969,0.003141,0.783504,0.00068,4412,0.129919,0.540061,0.059755,3917,0.06350723,0.032259736,0.0614585035261087,1757,0.119119478,0.5448340979999999,0.0542191246496391,5049,513.7440000000001,7.75372000000001,79.53,3,3,16,4,2,0,36,0.5333333333333333,6,0,1
CC(C)NC[C@@H](O)c1cc(O)cc(O)c1,metaproterenol,adrenergic receptor agonist,Launched,0.1584352235723421,0.0638588375499095,0.1483177343680523,3970,0.824064,0.01328,0.813121,260,0.133944,0.002468,0.133614,2315,0.00064342405,0.0007821714,0.00064292078211,5266,0.1065882048,0.0595645241,0.1002393291064146,3579,211.261,1.1291999999999998,72.72,1,1,4,4,4,0,15,0.45454545454545453,4,0,0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,bambuterol,adrenergic receptor agonist,Launched,0.158026636333336,0.0615109882412877,0.1483062617640259,3971,0.000116,0.001244,0.000116,5434,0.189918,0.003348,0.189282,1593,0.012818776,0.005029127,0.0127543087475114,2973,0.051205871033,0.0341598447,0.0494566864307845,5230,367.4460000000001,2.2288999999999994,91.34,1,1,5,6,2,0,26,0.5555555555555556,8,0,0
Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,semaxanib,VEGFR inhibitor,Phase 3,0.1668258179665747,0.1111375798764216,0.1482852002968651,3972,0.001377,0.010278,0.001363,3932,0.272366,0.073322,0.252395,1057,0.0006617927,0.01063302,0.000654755844985,5256,0.1155438684,0.013928751,0.1139344866274796,3244,238.29000000000002,3.1242400000000004,44.89,3,2,1,1,2,0,18,0.13333333333333333,3,0,0
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,allylestrenol,steroidal progestin,Launched,0.1654268915347466,0.1041399886900214,0.1481993369212926,3973,0.000127,0.007851,0.000126,5393,0.003991,0.000222,0.003991,6363,0.019489262,0.0008451391,0.0194727908626536,2619,0.0714650354,0.00728418016,0.0709444712070056,4420,300.48600000000005,5.2564000000000055,20.23,4,0,2,1,1,0,22,0.8095238095238095,1,0,0
Cc1ccc(C)c(-n2cnc3cc(C(=O)NCc4ccccc4Cl)ccc32)c1,NAB-2,ubiquitin ligase transport promoter,Preclinical,0.1784519128578003,0.1695449951240679,0.148196284162444,3974,0.003238,0.22947,0.002495,3513,0.082189,0.285556,0.05872,3948,0.022681516,0.14706695,0.0193458146205037,2631,0.17959524,0.369832974,0.1131749982745562,3261,389.886,5.2257400000000045,46.92,4,4,4,2,1,0,28,0.13043478260869565,5,0,0
C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C,bakuchiol,DNA polymerase inhibitor,Phase 2,0.2056888851262674,0.2795193447847469,0.148194862726268,3975,0.047834,0.037505,0.04604,1686,0.191391,0.003515,0.190718,1578,0.0025628058,0.0029826656,0.0025551618073008,4284,0.1268756814,0.2720640958,0.0923573638609001,3781,256.38899999999995,5.344100000000004,20.23,1,1,6,1,1,0,19,0.3333333333333333,1,0,0
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,lucitanib,FGFR inhibitor|VEGFR inhibitor,Phase 2,0.190739661366892,0.2230583089476991,0.1481935950531363,3976,0.043805,0.017233,0.04305,1725,0.45315,0.187043,0.368392,574,0.0858534,0.061663862,0.0805593477901692,1586,0.264597494,0.1957712488,0.2127969121702695,1443,443.5030000000003,4.418600000000003,95.7,5,4,7,6,2,0,33,0.23076923076923078,7,0,0
O=C1CN2CCN3CCN([C@@H](CO)[C@@H](O)CO)CCN(CC2)CC(=O)[O][Gd]([O]1)[O]C(=O)C3,gadobutrol,radiopaque medium,Launched,0.1714514028504865,0.1362240480525482,0.148095598709905,3977,0.188901,0.002328,0.188461,955,0.236236,0.000342,0.236155,1151,0.19929333,0.82660246,0.0345569731604081,2175,0.1965481919999999,0.2713807179999999,0.1432088025334381,2564,604.7150000000003,-4.055399999999989,152.55,3,0,4,13,3,0,32,0.8333333333333334,14,0,0
