feature,importance
pcrvi_lag14,0.35069066
sr_norm_lag14,0.20397921
doy_cos,0.09033813
pcrvi_lag7,0.07281454
sst_anomaly,0.06197132
oni_lag60,0.030770665
pcrvi,0.028174644
bh_norm,0.02573051
dmi_lag60,0.02080391
bh_norm_lag7,0.018926468
bh_norm_lag14,0.018716969
cdr_norm_lag14,0.013847932
doy_sin,0.012610655
cdr_norm,0.01224219
cdr_norm_lag7,0.010328969
ta_norm_lag14,0.006652267
ta_norm,0.004903994
sr_norm,0.004272686
sr_norm_lag7,0.0040010586
ta_norm_lag7,0.0031759294
la_norm,0.0025871114
wq_norm,0.00070461107
wq_norm_lag7,0.0006612593
la_norm_lag14,0.00059391215
wq_norm_lag14,0.0002585621
la_norm_lag7,0.0002417437
