feature,importance
pcrvi,0.48478240966377734
oni_lag60,0.1306628757519088
doy_sin,0.11561022939643058
cdr_norm_lag14,0.04654370219377409
bh_norm_lag14,0.04464896722962895
bh_norm,0.03186069307683551
sr_norm,0.030149233763019468
dmi_lag60,0.028383941743491573
cdr_norm_lag7,0.01635166549820462
ta_norm,0.016270253490336187
bh_norm_lag7,0.013190861550100085
sst_anomaly,0.008442609499304157
ta_norm_lag14,0.006702220299486682
cdr_norm,0.006170676763832959
pcrvi_lag14,0.004955977510282659
ta_norm_lag7,0.0036753761661456295
pcrvi_lag7,0.0030331166199262134
doy_cos,0.0028211542558346735
sr_norm_lag14,0.0013471600775031335
sr_norm_lag7,0.0011345144406055352
wq_norm_lag7,0.0008300936058208122
la_norm_lag14,0.0006015104287661625
la_norm_lag7,0.0005801768737379337
wq_norm,0.0004977304714368707
la_norm,0.00046339934879612054
wq_norm_lag14,0.0002894502810134117
