,expert,ml,diff
thermal_anomaly,0.25,0.08892086148262024,-0.16107913851737976
accumulating_stress,0.18,0.4671994149684906,0.2871994149684906
seasonal_risk,0.1,0.037294335663318634,-0.06270566433668137
climate_driver,0.12,0.0884600430727005,-0.031539956927299495
bleaching_history,0.08,0.2844598889350891,0.2044598889350891
water_quality,0.15,0.01193605549633503,-0.13806394450366496
light_availability,0.12,0.02172941341996193,-0.09827058658003807
