feature,importance
pcrvi,0.42996582
doy_sin,0.21336384
bh_norm,0.090868
cdr_norm,0.04332078
oni_lag60,0.040895853
bh_norm_lag7,0.034328036
cdr_norm_lag14,0.030868387
dmi_lag60,0.018650053
bh_norm_lag14,0.01790677
sr_norm,0.013611578
pcrvi_lag7,0.011584507
sst_anomaly,0.010861995
pcrvi_lag14,0.010497643
cdr_norm_lag7,0.009025314
ta_norm_lag14,0.0045230226
ta_norm,0.004151412
sr_norm_lag7,0.003932718
la_norm_lag14,0.002870584
doy_cos,0.0020142787
wq_norm_lag14,0.0013049612
la_norm_lag7,0.0012223548
la_norm,0.0010825214
wq_norm,0.0010323934
ta_norm_lag7,0.00094643125
wq_norm_lag7,0.0008810558
sr_norm_lag14,0.00028967755
