Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-60d,0.3756354142311286,0.9259470111720449,0.6907579373010597,0.8588957055214723,0.8860759493670886,0.8333333333333334
Ensemble-pCRVI-30d,0.32766238078356513,0.8302926630796353,0.7507236454302615,0.8536585365853658,0.875,0.8333333333333334
