feature,importance
pcrvi_lag14,0.4777847517772924
cdr_norm,0.11486523329657786
oni_lag60,0.09013817517862006
pcrvi_lag7,0.06623926901122594
bh_norm,0.06401246262783912
bh_norm_lag14,0.0313790424562156
sst_anomaly,0.030127088398268314
ta_norm,0.02260194837714011
pcrvi,0.02213746094649411
bh_norm_lag7,0.021429278588953417
dmi_lag60,0.017153681217527035
sr_norm,0.010224993709725657
doy_sin,0.007358743486339238
cdr_norm_lag14,0.0065412641173867355
doy_cos,0.003601114652829218
sr_norm_lag7,0.002437848591989048
ta_norm_lag7,0.002309843592986797
cdr_norm_lag7,0.0021590032554222303
sr_norm_lag14,0.0021394636618677987
ta_norm_lag14,0.0015340246262177063
wq_norm_lag14,0.0010429382091991233
wq_norm_lag7,0.0009447588012687244
la_norm_lag7,0.0007588852342300469
wq_norm,0.0004237757732444992
la_norm_lag14,0.00035744472930568193
la_norm,0.0002975056818333968
