Model,MAE (°C-weeks),RMSE (°C-weeks),R²,Bleaching F1,Bleaching Precision,Bleaching Recall
Ensemble-pCRVI-30d,0.5131176800761967,1.1417149725667024,0.7360685532204314,0.7092198581560283,0.78125,0.6493506493506493
Ensemble-pCRVI-60d,0.5318702521860753,1.2900654568318386,0.6639728362447153,0.6071428571428571,0.7391304347826086,0.5151515151515151
