feature,importance
oni_lag60,0.35249467246694977
doy_sin,0.1787615032654153
sst_anomaly,0.09713763165190518
pcrvi_lag7,0.06914529748401695
pcrvi,0.044792274098332
bh_norm_lag14,0.04147959072171647
dmi_lag60,0.038122434274522304
bh_norm_lag7,0.02641600183171172
cdr_norm_lag14,0.022468179554485185
bh_norm,0.019065804064755755
ta_norm_lag7,0.017995831526402262
cdr_norm_lag7,0.014286101619803173
cdr_norm,0.012395695442824806
ta_norm_lag14,0.012228643442598327
ta_norm,0.008168160287846242
doy_cos,0.007869539622946153
la_norm_lag14,0.006978101929670512
sr_norm,0.005568452056504974
la_norm_lag7,0.005388323625955875
sr_norm_lag14,0.0050473463559010875
wq_norm_lag14,0.004358181442129732
sr_norm_lag7,0.0038372175262870755
wq_norm_lag7,0.002895076262757569
pcrvi_lag14,0.0013288914120496928
la_norm,0.0010199946334592033
wq_norm,0.0007510533990526241
