feature,importance
sst_anomaly,0.20193749281369935
bh_norm,0.18818667895613436
pcrvi,0.13578286241260248
oni_lag60,0.12905355883270048
pcrvi_lag14,0.10036247805807125
dmi_lag60,0.043551227942403424
cdr_norm,0.03318181443041893
doy_sin,0.02886870681089741
bh_norm_lag7,0.028072081263518192
bh_norm_lag14,0.021737858377417197
ta_norm,0.016336175767467043
sr_norm,0.014296961426693608
pcrvi_lag7,0.01359078032452068
cdr_norm_lag7,0.011294444927358564
cdr_norm_lag14,0.01007851426370548
sr_norm_lag7,0.007036456289751719
doy_cos,0.006906578312818653
sr_norm_lag14,0.0025350504699653076
ta_norm_lag14,0.002478019970556403
ta_norm_lag7,0.0014497320213007017
la_norm_lag14,0.0010872801681337204
la_norm,0.0005610264939711506
wq_norm_lag14,0.0005277394953954351
la_norm_lag7,0.0004487400481391578
wq_norm,0.0003695330824022248
wq_norm_lag7,0.0002682070399569268
