feature,importance
pcrvi,0.46921962
sr_norm,0.12948918
doy_sin,0.06824463
sst_anomaly,0.050115522
bh_norm,0.03663644
pcrvi_lag14,0.033265766
bh_norm_lag14,0.031065159
cdr_norm,0.028511006
pcrvi_lag7,0.02835899
oni_lag60,0.027876763
cdr_norm_lag14,0.027510613
cdr_norm_lag7,0.017979065
dmi_lag60,0.014488585
bh_norm_lag7,0.009708973
sr_norm_lag7,0.008757792
ta_norm,0.0060678977
ta_norm_lag7,0.004456767
ta_norm_lag14,0.0026182032
sr_norm_lag14,0.0011854579
la_norm_lag14,0.0010478834
wq_norm_lag7,0.00087607774
doy_cos,0.0006877357
la_norm,0.0005611223
la_norm_lag7,0.0005415334
wq_norm_lag14,0.00048729856
wq_norm,0.00024182323
