Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.611127522330936,1.1999703496799594,0.7657762508664573,0.7863554757630161,0.8622047244094488,0.7227722772277227
Ensemble-pCRVI-60d,0.6050102721515492,1.3891955346755767,0.6868798407309168,0.48661800486617995,0.9259259259259259,0.33003300330033003
