feature,importance,display_name
pcrvi,0.39856045678472934,Coral Reef Vulnerability Index (pCRVI)
oni_lag60,0.19912956602846274,El Niño Index (60-day lag) (ONI_L60)
doy_sin,0.15510204849212753,Seasonal Cycle (sine) (DoY_sin)
cdr_norm_lag7,0.04579117756198047,Climate Driver Response (7-day lag) (CDR_L7)
cdr_norm_lag14,0.0455940248328936,Climate Driver Response (14-day lag) (CDR_L14)
cdr_norm,0.02424736625019387,Climate Driver Response (CDR)
dmi_lag60,0.022848105208312867,Indian Ocean Dipole (60-day lag) (DMI_L60)
sst_anomaly,0.0219106701188541,SST Anomaly (SSTA)
bh_norm_lag14,0.01535567255174917,Population Vulnerability (14-day lag) (BH_L14)
ta_norm_lag14,0.011086196449806709,Thermal Anomaly (14-day lag) (TA_L14)
ta_norm,0.01066217209841254,Thermal Anomaly (TA)
ta_norm_lag7,0.007547572810633547,Thermal Anomaly (7-day lag) (TA_L7)
doy_cos,0.0053191985844833435,Seasonal Cycle (cosine) (DoY_cos)
pcrvi_lag7,0.004988338745244207,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
bh_norm_lag7,0.004887066602274835,Population Vulnerability (7-day lag) (BH_L7)
bh_norm,0.004424932955150886,Population Vulnerability (BH)
pcrvi_lag14,0.004264039333040086,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
sr_norm,0.00412980105882089,Seasonal Bleaching Risk (SR)
wq_norm,0.004126457082619464,Water Quality Stress (WQ)
wq_norm_lag14,0.0023916176999180874,Water Quality Stress (14-day lag) (WQ_L14)
sr_norm_lag14,0.0018171361119852447,Seasonal Bleaching Risk (14-day lag) (SR_L14)
la_norm,0.0015748375600071057,Light Availability (LA)
sr_norm_lag7,0.0015479019622840094,Seasonal Bleaching Risk (7-day lag) (SR_L7)
wq_norm_lag7,0.0013011770126015111,Water Quality Stress (7-day lag) (WQ_L7)
la_norm_lag7,0.0007191017850302325,Light Availability (7-day lag) (LA_L7)
la_norm_lag14,0.0006733643183836668,Light Availability (14-day lag) (LA_L14)
