feature,importance
pcrvi,0.4394807250473059
doy_sin,0.23122303321763638
oni_lag60,0.13094659007275644
cdr_norm_lag14,0.05024587678610154
cdr_norm_lag7,0.029642987099046197
ta_norm,0.024387658189416968
dmi_lag60,0.018252692840962755
cdr_norm,0.015591073655553365
ta_norm_lag14,0.014393273532106664
pcrvi_lag7,0.009028026416849575
bh_norm_lag7,0.006238372306378028
bh_norm,0.0052436293557645295
pcrvi_lag14,0.004651984564415267
bh_norm_lag14,0.00461049068997448
ta_norm_lag7,0.004243362175668739
sst_anomaly,0.003533274684092264
sr_norm_lag14,0.0014538841439285845
la_norm_lag14,0.0011695058011137786
sr_norm,0.0011451163988379707
sr_norm_lag7,0.0010846490561909493
la_norm,0.0009839652372259163
doy_cos,0.0008029432859950385
la_norm_lag7,0.0007906444501771313
wq_norm_lag7,0.0004235317865961706
wq_norm_lag14,0.0002692586353678187
wq_norm,0.00016345057053749045
