Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.5767888715236932,1.2382778620712405,0.830862076145496,0.7889273356401384,0.9382716049382716,0.6805970149253732
Ensemble-pCRVI-60d,0.6746921195658633,1.5628358156391984,0.7308151605923576,0.7071428571428572,0.88,0.591044776119403
