feature,importance
doy_sin,0.52071047
pcrvi,0.09435965
oni_lag60,0.062204216
pcrvi_lag7,0.057175603
sr_norm,0.041292146
pcrvi_lag14,0.034624033
bh_norm_lag7,0.03405942
sr_norm_lag14,0.022912381
bh_norm,0.01823771
dmi_lag60,0.016825508
cdr_norm_lag14,0.014717126
ta_norm,0.012422575
ta_norm_lag14,0.012071443
cdr_norm_lag7,0.0120284455
bh_norm_lag14,0.010243719
cdr_norm,0.009177054
doy_cos,0.007376542
sst_anomaly,0.007230026
sr_norm_lag7,0.004936497
ta_norm_lag7,0.0031772128
la_norm,0.0013998904
la_norm_lag14,0.0009951681
wq_norm_lag14,0.0008112521
wq_norm,0.0004051803
la_norm_lag7,0.0003669712
wq_norm_lag7,0.00023983594
