,expert,ml,diff
thermal_anomaly,0.25,0.07586093246936798,-0.17413906753063202
accumulating_stress,0.18,0.4794512689113617,0.2994512689113617
seasonal_risk,0.1,0.04298374801874161,-0.0570162519812584
climate_driver,0.12,0.07130847126245499,-0.04869152873754501
bleaching_history,0.08,0.3150612711906433,0.2350612711906433
water_quality,0.15,0.002874363213777542,-0.14712563678622245
light_availability,0.12,0.012459912337362766,-0.10754008766263723
