Model,MAE (°C-weeks),RMSE (°C-weeks),R²,Bleaching F1,Bleaching Precision,Bleaching Recall
Ensemble-pCRVI-30d,0.4283559594640798,0.988578531531764,0.7558288104879818,0.7532467532467532,0.8787878787878788,0.6590909090909091
Ensemble-pCRVI-60d,0.5231014551427948,1.2699660948637184,0.5980187295936178,0.391304347826087,0.9642857142857144,0.2454545454545454
