Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.47597147067653495,1.0240759473236574,0.7379788182799301,0.7002518891687657,0.7853107344632768,0.6318181818181818
Ensemble-pCRVI-60d,0.5799754490060643,1.3525274927344406,0.5440536231619658,0.3736263736263736,0.9622641509433962,0.2318181818181818
