feature,importance
pcrvi_lag14,0.24468516
sst_anomaly,0.12107022
doy_cos,0.108274885
pcrvi_lag7,0.08370412
sr_norm_lag14,0.063345924
doy_sin,0.054575674
cdr_norm,0.052507482
sr_norm_lag7,0.052198876
cdr_norm_lag14,0.042465158
pcrvi,0.038144957
bh_norm,0.031282067
oni_lag60,0.030297056
dmi_lag60,0.019607857
bh_norm_lag7,0.01695837
sr_norm,0.015097154
bh_norm_lag14,0.010722812
cdr_norm_lag7,0.0049496177
ta_norm,0.0029769947
ta_norm_lag14,0.002679476
la_norm,0.00082114595
la_norm_lag14,0.0007690894
wq_norm_lag7,0.0006593864
ta_norm_lag7,0.0006574504
wq_norm_lag14,0.00065220974
wq_norm,0.00053127896
la_norm_lag7,0.00036561978
