,expert,ml,diff
thermal_anomaly,0.25,0.09278260916471481,-0.1572173908352852
accumulating_stress,0.18,0.4717129170894623,0.2917129170894623
seasonal_risk,0.1,0.029527122154831886,-0.07047287784516812
climate_driver,0.12,0.08219639211893082,-0.03780360788106918
bleaching_history,0.08,0.2946334481239319,0.21463344812393187
water_quality,0.15,0.012526577338576317,-0.13747342266142368
light_availability,0.12,0.016620924696326256,-0.10337907530367374
