,expert,ml,diff
thermal_anomaly,0.25,0.07941330224275589,-0.1705866977572441
accumulating_stress,0.18,0.5267912149429321,0.34679121494293214
seasonal_risk,0.1,0.028822053223848343,-0.07117794677615166
climate_driver,0.12,0.061659324914216995,-0.058340675085783
bleaching_history,0.08,0.2922782897949219,0.21227828979492186
water_quality,0.15,0.004938925616443157,-0.14506107438355684
light_availability,0.12,0.006096879951655865,-0.11390312004834413
