feature,importance
sst_anomaly,0.2506120907352939
pcrvi,0.17090051401116294
pcrvi_lag14,0.14564193321715008
pcrvi_lag7,0.12668946420356617
doy_cos,0.07401579034776264
oni_lag60,0.03993163583240585
cdr_norm_lag14,0.037297469017022626
bh_norm_lag7,0.030998936583073556
doy_sin,0.027689464827575123
bh_norm,0.024606163560074744
dmi_lag60,0.015795808012034073
bh_norm_lag14,0.014662248526566697
cdr_norm_lag7,0.008893903214525491
cdr_norm,0.008044047015624499
sr_norm_lag7,0.005342021543540725
ta_norm_lag14,0.004695253526776128
sr_norm_lag14,0.004469695494498123
sr_norm,0.0037006184669189906
ta_norm,0.001943643626385189
ta_norm_lag7,0.0009883481858447396
wq_norm,0.0007808870244786652
la_norm_lag7,0.0006693023769225098
wq_norm_lag7,0.0005500964256326293
la_norm_lag14,0.00042289616548782095
la_norm,0.00035617402155020634
wq_norm_lag14,0.0003015940381261612
