feature,importance
sst_anomaly,0.48733145
doy_cos,0.09062104
sr_norm_lag14,0.08609962
sr_norm,0.047219846
bh_norm_lag7,0.042658836
doy_sin,0.03732044
pcrvi_lag7,0.036225308
pcrvi,0.032963216
sr_norm_lag7,0.0326149
bh_norm,0.029371116
pcrvi_lag14,0.020076608
oni_lag60,0.018995186
bh_norm_lag14,0.009018311
dmi_lag60,0.00710117
cdr_norm_lag14,0.005046912
cdr_norm_lag7,0.004653216
cdr_norm,0.0039923764
ta_norm_lag14,0.0032561065
ta_norm,0.0017962401
ta_norm_lag7,0.00092729647
la_norm_lag14,0.000670547
la_norm,0.000564479
wq_norm,0.0005472941
la_norm_lag7,0.0004565901
wq_norm_lag7,0.00026666306
wq_norm_lag14,0.00020521904
