feature,importance
sst_anomaly,0.38926268795025665
oni_lag60,0.13121522454116127
sr_norm,0.09625481668683587
cdr_norm_lag7,0.0793189487304004
cdr_norm_lag14,0.06775567635794084
sr_norm_lag7,0.06403454471354242
cdr_norm,0.02416445344410461
ta_norm_lag14,0.02297957736106446
doy_sin,0.022891212944054634
pcrvi_lag14,0.019988303534338787
pcrvi,0.018616088579696693
dmi_lag60,0.011338732788365221
bh_norm_lag14,0.010853555061648201
pcrvi_lag7,0.010251028102613411
sr_norm_lag14,0.008295310638519796
bh_norm_lag7,0.007216092444473613
bh_norm,0.007161179387008141
ta_norm_lag7,0.00402601226469258
ta_norm,0.00135380358818014
doy_cos,0.0011968062365461335
la_norm,0.0007625358969103203
la_norm_lag7,0.0003772662714201279
wq_norm_lag7,0.00024633712427390303
la_norm_lag14,0.00023379797202212452
wq_norm,0.0001368188422836473
wq_norm_lag14,6.918853764585988e-05
