feature,importance,display_name
pcrvi_lag7,0.3342611297384169,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
pcrvi,0.2691231043126928,Coral Reef Vulnerability Index (pCRVI)
sst_anomaly,0.09483831560576865,SST Anomaly (SSTA)
pcrvi_lag14,0.08347238592271478,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
doy_cos,0.03748282524793294,Seasonal Cycle (cosine) (DoY_cos)
bh_norm,0.03548504124920564,Population Vulnerability (BH)
dmi_lag60,0.03132162185255517,Indian Ocean Dipole (60-day lag) (DMI_L60)
oni_lag60,0.03103860275942728,El Niño Index (60-day lag) (ONI_L60)
cdr_norm_lag14,0.02303984705458836,Climate Driver Response (14-day lag) (CDR_L14)
cdr_norm,0.012922397860021497,Climate Driver Response (CDR)
cdr_norm_lag7,0.01240858193956355,Climate Driver Response (7-day lag) (CDR_L7)
doy_sin,0.010286580535725008,Seasonal Cycle (sine) (DoY_sin)
bh_norm_lag7,0.00739306001754056,Population Vulnerability (7-day lag) (BH_L7)
bh_norm_lag14,0.003925438952391895,Population Vulnerability (14-day lag) (BH_L14)
ta_norm_lag14,0.0033486059798631066,Thermal Anomaly (14-day lag) (TA_L14)
sr_norm_lag7,0.002142365956013344,Seasonal Bleaching Risk (7-day lag) (SR_L7)
sr_norm_lag14,0.0020084173829626032,Seasonal Bleaching Risk (14-day lag) (SR_L14)
sr_norm,0.0015893248135555322,Seasonal Bleaching Risk (SR)
ta_norm,0.0012742596399641952,Thermal Anomaly (TA)
ta_norm_lag7,0.0012092994026479812,Thermal Anomaly (7-day lag) (TA_L7)
wq_norm,0.0006203089692291592,Water Quality Stress (WQ)
la_norm_lag14,0.0002798609608791763,Light Availability (14-day lag) (LA_L14)
la_norm,0.00015895515048203768,Light Availability (LA)
wq_norm_lag7,0.00014895884167987158,Water Quality Stress (7-day lag) (WQ_L7)
la_norm_lag7,0.00013084480413663632,Light Availability (7-day lag) (LA_L7)
wq_norm_lag14,8.986505004129784e-05,Water Quality Stress (14-day lag) (WQ_L14)
