feature,importance
doy_sin,0.2922105645119374
cdr_norm_lag14,0.14884317677450268
oni_lag60,0.1041324664783693
sst_anomaly,0.09595392352582727
cdr_norm_lag7,0.07460143726078827
doy_cos,0.03041420555071509
ta_norm,0.03040972453121261
pcrvi,0.027948714829694923
dmi_lag60,0.026689877088802626
pcrvi_lag14,0.024558520274167953
pcrvi_lag7,0.023851723252700605
cdr_norm,0.02226345885208859
bh_norm_lag14,0.02090869640756704
bh_norm,0.013251483069256692
bh_norm_lag7,0.010543705795430555
la_norm,0.009118367410607453
sr_norm_lag7,0.00825800563863619
sr_norm_lag14,0.008046858034467697
la_norm_lag7,0.008023332933321884
sr_norm,0.007440276233587085
ta_norm_lag14,0.00684822950761985
ta_norm_lag7,0.0040045271228544635
wq_norm_lag7,0.0008127368114129611
la_norm_lag14,0.0004628925349246391
wq_norm_lag14,0.0002548665499030608
wq_norm,0.00014822901960308293
