Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.601831340788576,1.2212731790089957,0.8354755616396333,0.771523178807947,0.8661710037174721,0.6955223880597015
Ensemble-pCRVI-60d,0.7698558999740028,1.7775736847662305,0.6517596341280048,0.5927419354838709,0.9130434782608695,0.4388059701492537
