Model,MAE (°C-weeks),RMSE (°C-weeks),R²,Bleaching F1,Bleaching Precision,Bleaching Recall
Ensemble-pCRVI-30d,0.5913792291869734,1.2557614238183576,0.860253678122004,0.8748280605226959,0.954954954954955,0.8071065989847716
Ensemble-pCRVI-60d,0.7979153338415872,1.848403441664788,0.6971441868687835,0.7090620031796503,0.925311203319502,0.5747422680412371
