feature,importance,display_name
pcrvi_lag7,0.2963235820472575,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
pcrvi,0.25924195299865094,Coral Reef Vulnerability Index (pCRVI)
bh_norm,0.09646169150341313,Population Vulnerability (BH)
pcrvi_lag14,0.0871777642089985,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
dmi_lag60,0.05335353580455397,Indian Ocean Dipole (60-day lag) (DMI_L60)
sst_anomaly,0.033657018630259494,SST Anomaly (SSTA)
ta_norm,0.027061421570784984,Thermal Anomaly (TA)
oni_lag60,0.02526127181767112,El Niño Index (60-day lag) (ONI_L60)
cdr_norm,0.022452034406990066,Climate Driver Response (CDR)
doy_sin,0.019532393680277423,Seasonal Cycle (sine) (DoY_sin)
cdr_norm_lag7,0.016978153974177877,Climate Driver Response (7-day lag) (CDR_L7)
bh_norm_lag7,0.016603310498438672,Population Vulnerability (7-day lag) (BH_L7)
cdr_norm_lag14,0.015006906319883247,Climate Driver Response (14-day lag) (CDR_L14)
bh_norm_lag14,0.010502115131650077,Population Vulnerability (14-day lag) (BH_L14)
sr_norm,0.006884090703142364,Seasonal Bleaching Risk (SR)
doy_cos,0.003311079333026183,Seasonal Cycle (cosine) (DoY_cos)
ta_norm_lag7,0.0023520710483919964,Thermal Anomaly (7-day lag) (TA_L7)
sr_norm_lag7,0.0021729638996908314,Seasonal Bleaching Risk (7-day lag) (SR_L7)
sr_norm_lag14,0.0013513984406225484,Seasonal Bleaching Risk (14-day lag) (SR_L14)
ta_norm_lag14,0.00106619155392617,Thermal Anomaly (14-day lag) (TA_L14)
wq_norm_lag7,0.0009655288809085862,Water Quality Stress (7-day lag) (WQ_L7)
la_norm_lag14,0.0008104315105233575,Light Availability (14-day lag) (LA_L14)
wq_norm_lag14,0.000798359141077608,Water Quality Stress (14-day lag) (WQ_L14)
la_norm_lag7,0.0004321419484440762,Light Availability (7-day lag) (LA_L7)
wq_norm,0.00015173691369487212,Water Quality Stress (WQ)
la_norm,9.085403354446985e-05,Light Availability (LA)
