feature,importance
pcrvi,0.4632718131065405
oni_lag60,0.21821985677022404
dmi_lag60,0.08784382920994706
doy_sin,0.08432611696744416
cdr_norm_lag14,0.030307074411410107
cdr_norm,0.019564871247527097
cdr_norm_lag7,0.011913739533198625
bh_norm,0.01169935074847078
bh_norm_lag14,0.010929163464255121
bh_norm_lag7,0.010794463206045216
sst_anomaly,0.010071698819683133
ta_norm_lag14,0.007882116288411397
doy_cos,0.006360185666265493
ta_norm,0.005624521081718943
sr_norm,0.005292216436885471
ta_norm_lag7,0.0031588689069786246
pcrvi_lag7,0.003153772338345898
pcrvi_lag14,0.002766347740599216
sr_norm_lag14,0.0014791522637823968
sr_norm_lag7,0.001349776378493718
wq_norm_lag14,0.0011667511659274811
wq_norm,0.0008272845355135518
la_norm_lag14,0.0006881365268865387
la_norm_lag7,0.0005636527909489451
wq_norm_lag7,0.00038250349188254345
la_norm,0.0003627369026139479
