Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.3793378011099763,0.8983577072946123,0.7550329221033656,0.618705035971223,0.6564885496183206,0.5850340136054422
Ensemble-pCRVI-60d,0.4763272373217641,1.1783284991338516,0.5795901166247087,0.4766355140186916,0.7611940298507462,0.3469387755102041
