feature,importance
pcrvi_lag14,0.3687678
sst_anomaly,0.14481902
sr_norm,0.086748354
pcrvi,0.0665348
cdr_norm,0.048220657
doy_sin,0.044213057
bh_norm_lag7,0.04393783
cdr_norm_lag14,0.040930923
dmi_lag60,0.03431551
oni_lag60,0.031683993
bh_norm,0.02381826
sr_norm_lag7,0.01732164
cdr_norm_lag7,0.014435452
bh_norm_lag14,0.009153467
pcrvi_lag7,0.005977663
sr_norm_lag14,0.0053732223
ta_norm,0.002767268
la_norm_lag7,0.0025363667
doy_cos,0.0017275428
wq_norm_lag14,0.001542862
ta_norm_lag14,0.0014825632
ta_norm_lag7,0.001393652
wq_norm,0.0007143867
la_norm,0.0005733915
wq_norm_lag7,0.0005355105
la_norm_lag14,0.00047482413
