date,pcrvi,pcrvi_base,ta_norm,as_norm,sr_norm,cdr_norm,bh_norm,wq_norm,la_norm,ev_score,ev_amplification,sst_sigma_departure,sst_rolling_sd_30d,sst_variability_amp,sst_exceed_2sd,sst_exceed_3sd,dhw_rolling_sd_rate,chl_sigma_departure,kd490_sigma_departure,cloud_sigma_departure,n_concurrent_extremes,risk_category,dhw_current,sst_anomaly,hotspot,current_sst,dhw_trend,dhw_momentum,oni,dmi,years_since_bleaching,adaptation_status,chl_anomaly,kd490_anomaly,par_proxy,clarity_score,is_peak_season,pcrvi_raw
1998-01-01,0.48820218913648855,0.4877612512876912,0.25236051642997237,0.0,0.596633940584114,0.9524999999999999,0.9,0.41390833991408293,0.9718456427889519,0.0030133447981863164,1.0009040034394558,0.027120103183676844,,,0,0,,-0.9825300040965659,-1.1476760261578924,,0,Moderate,,0.011787101863102833,0.25001548028675913,28.05001548028676,0.0,0.0,2.24,0.525,inf,naive,-0.28419930281242806,-0.1120798064929705,0.9901509914602568,0.9535402941176471,True,0.48820218913648855
1998-01-02,0.5029872777599931,0.5211948703986699,0.2532545668766673,0.0,0.602410117471672,0.9524999999999999,0.9,0.6559495086989278,0.941231588562473,0.16722902646014,1.050168707938042,0.03226274567701055,,,0,0,,1.3918846657661448,1.553712319162354,,0,Moderate,,0.014022227979840096,0.2522506064034964,28.052250606403497,0.0,0.0,2.24,0.525,inf,naive,0.4026061799199465,0.15173252042253924,0.9951582947720049,0.8873048823529411,True,0.5473425436305064
1998-01-03,0.5256982786676917,0.5392627222703119,0.29869746036792716,0.0,0.6081559480312315,0.9524999999999999,0.9,0.7021128463589072,0.9346319618447576,0.3373034878110396,1.1011910463433119,0.29365353850320075,,,0,0,,2.1546099599760273,2.115253187496541,,2,High,,0.12762946170798983,0.36585784013164613,28.165857840131647,0.0,0.0,2.24,0.525,inf,naive,0.6232264113104051,0.20657150845253894,0.9957274766306916,0.8735364470588235,True,0.5938312813907876
1998-01-04,0.538855145850635,0.538669862893554,0.29264897407698953,0.0,0.613869729649193,0.9524999999999999,0.9,0.7030706956724575,0.9363336838209895,0.24539386884632605,1.073618160653898,0.2588622101893332,,,0,0,,1.8567653340120667,2.0425998848431353,,1,High,,0.11250824598064568,0.350736624404302,28.150736624404303,0.0,0.0,2.24,0.525,inf,naive,0.5370740956635981,0.19947632835216741,0.9973495323478614,0.8753178352941177,True,0.5783257473994649
1998-01-05,0.5533725788214742,0.5489914088721711,0.3356400365789426,0.0,0.6195497692087494,0.9524999999999999,0.9,0.7004116988171669,0.9313722331998797,0.2910395808700267,1.087311874261008,0.506149894763977,,,0,0,,1.9821266699679108,2.2442859961646158,,1,High,,0.21998590223552839,0.4582142806591847,28.258214280659185,0.0,0.0,2.24,0.525,inf,naive,0.5733351809533496,0.2191726013543198,0.9923717781644654,0.8703726882352941,True,0.5969248777339917
1998-01-06,0.567047292036529,0.5370249614266229,0.2949497334187711,0.0,0.6251943835915938,0.9524999999999999,0.9,0.6910491990634727,0.9234225821104161,0.4409880071268543,1.1322964021380564,0.2720963434552139,,,0,0,,2.851598788492704,2.9544358272235702,,2,High,,0.11826014433509968,0.356488522758756,28.156488522758757,0.0,0.0,2.24,0.525,inf,naive,0.8248322027942266,0.28852445138168387,0.993884658338479,0.852960505882353,True,0.6080714316816936
1998-01-07,0.5554378760735033,0.5030145414815019,0.2054214660964377,0.0,0.630801900176664,0.9524999999999999,0.9,0.5918633748214366,0.9458289893042553,0.1165976014073201,1.034979280422196,-0.24287669144276772,,,0,0,,0.9550730242399891,1.1436838010917727,,0,Moderate,,-0.10556052397073401,0.13266785445292228,27.932667854452923,0.0,0.0,2.24,0.525,inf,naive,0.2762573015503403,0.11168993356481932,0.9942995962555694,0.8973583823529412,True,0.5206096281844257
1998-01-08,0.5333198408718001,0.46645258005721335,0.13822358895884362,0.0,0.6363706573357758,0.9524999999999999,0.9,0.44582070688535597,0.9590542587593456,0.0036670766505648555,1.0011001229951695,-0.710684721830497,,,0,0,,-0.052229053199063936,0.0660073797101674,,0,Moderate,,-0.3088820552057818,0.0,27.729346323217875,0.0,0.0,2.24,0.525,inf,naive,-0.01510738648574474,0.006446152203588672,0.9943265586951618,0.9237819588235294,True,0.46696573526669044
1998-01-09,0.5397005475887394,0.5050584782915801,0.15471003837520242,0.0,0.641899004925999,0.9524999999999999,0.9,0.6972567986925349,0.927521236677495,0.354970046438377,1.1064910139315132,-0.5345724722132235,,,0,0,,2.6279820744752316,2.4835865942373965,,2,High,,-0.23233909327382207,0.0058892851498342225,27.805889285149835,0.0,0.0,2.24,0.525,inf,naive,0.7601504994813517,0.24254223190714924,0.9905372027667545,0.8645052705882353,True,0.5588426677395576
1998-01-10,0.5397005475887394,0.4468946113279308,0.12368673660638123,0.0,0.6473853047786313,0.9524999999999999,0.9,0.5,0.7494533058206032,,,-0.8779187630492077,,,0,0,,,,,0,Minimal,,-0.38156631696809384,0.0,27.656662061455563,0.0,0.0,2.24,0.525,inf,naive,,,0.9989066116412064,0.5,True,
1998-01-11,0.5384991940794279,0.5017616795552282,0.12881580511564153,0.0,0.6528279311846225,0.9524999999999999,0.9,0.7053866125861576,0.9347245272494329,0.2260998299592323,1.0678299489877696,-0.8189132208799683,,,0,0,,2.20286039736325,1.8669365419029313,,1,Moderate,,-0.3559209744217924,0.0,27.682307404001865,0.0,0.0,2.24,0.525,inf,naive,0.6371829730527128,0.1823213882506847,0.989824125087101,0.8796249294117647,True,0.5357961486834769
1998-01-12,0.5199252912567992,0.46420358278891316,0.12626308133288047,0.0,0.6582252713763065,0.9524999999999999,0.9,0.4249255621502947,0.9731370916293178,0.0,1.0,-0.8482801225967577,,,0,0,,-0.8950544744390696,-1.0157343120272155,,0,Moderate,,-0.36868459333559755,0.0,27.66954378508806,0.0,0.0,2.24,0.525,inf,naive,-0.2588967833594293,-0.0991946355465813,0.9959689714939298,0.9503052117647058,True,0.46420358278891316
1998-01-13,0.5288984375849513,0.4940603347283621,0.1353243523672468,0.0,0.6635757260053008,0.9524999999999999,0.9,0.6816328187834992,0.8777229268207947,0.41666666666666663,1.125,-0.7440379567610128,,,0,0,,4.421189162878642,3.6686725205139,,2,High,,-0.323378238163766,0.0,27.71485014025989,0.0,0.0,2.24,0.525,inf,naive,1.2788402109382098,0.3582754164185244,0.9199977359945305,0.8354481176470588,True,0.5558178765694073
1998-01-14,0.5105136247198258,0.45535918612444937,0.1317824759491593,0.0,0.6688777096164265,0.9524999999999999,0.9,0.4449653231833147,0.8540083141501642,0.0,1.0,-0.7847842127270569,0.22299842267889486,0.5130811884963897,0,0,,-0.745449994709998,-0.8445860701844269,,0,Moderate,,-0.34108762025420347,0.0,27.697140758169454,0.0,0.0,2.24,0.525,inf,naive,-0.21562330706929508,-0.08248063142856475,0.7619078047709167,0.9461088235294117,True,0.45535918612444937
