Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,2.7268388584073664,3.514593063303991,0.8403809623344728,0.9637398861252623,0.9739551786795881,0.9537366548042705
Ensemble-pCRVI-60d,3.349809041326861,4.282773935779968,0.7625000290060815,0.9627403846153846,0.9720873786407767,0.9535714285714286
