feature,importance
doy_sin,0.42965725
sst_anomaly,0.21197692
sr_norm_lag7,0.062453683
pcrvi,0.04170249
sr_norm_lag14,0.03994507
doy_cos,0.03232961
cdr_norm_lag7,0.026027316
sr_norm,0.018681874
cdr_norm,0.01805597
ta_norm_lag7,0.017464284
ta_norm_lag14,0.01715525
pcrvi_lag14,0.011270797
dmi_lag60,0.011228052
oni_lag60,0.011193224
pcrvi_lag7,0.010395159
bh_norm,0.008835305
bh_norm_lag7,0.008329438
cdr_norm_lag14,0.0061381687
ta_norm,0.0060597365
bh_norm_lag14,0.005738514
wq_norm_lag7,0.0011788406
la_norm,0.001114427
la_norm_lag14,0.0009869237
wq_norm,0.0007741897
la_norm_lag7,0.00070122303
wq_norm_lag14,0.0006062736
