feature,importance,display_name
sst_anomaly,0.5455453062258346,SST Anomaly (SSTA)
doy_sin,0.16841684189997094,Seasonal Cycle (sine) (DoY_sin)
pcrvi,0.08946329088943682,Coral Reef Vulnerability Index (pCRVI)
oni_lag60,0.029762220750768394,El Niño Index (60-day lag) (ONI_L60)
dmi_lag60,0.019837085853331864,Indian Ocean Dipole (60-day lag) (DMI_L60)
ta_norm_lag14,0.01776124712944738,Thermal Anomaly (14-day lag) (TA_L14)
doy_cos,0.017679168395676053,Seasonal Cycle (cosine) (DoY_cos)
sr_norm_lag7,0.016946586448396778,Seasonal Bleaching Risk (7-day lag) (SR_L7)
sr_norm_lag14,0.016401491072310086,Seasonal Bleaching Risk (14-day lag) (SR_L14)
pcrvi_lag14,0.016000993631196385,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
cdr_norm,0.011390198138135785,Climate Driver Response (CDR)
ta_norm_lag7,0.011180597543446058,Thermal Anomaly (7-day lag) (TA_L7)
cdr_norm_lag7,0.010261016942083432,Climate Driver Response (7-day lag) (CDR_L7)
cdr_norm_lag14,0.008539180028722625,Climate Driver Response (14-day lag) (CDR_L14)
sr_norm,0.007903105832814214,Seasonal Bleaching Risk (SR)
pcrvi_lag7,0.0041963704480075525,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
bh_norm_lag14,0.003196236722085015,Population Vulnerability (14-day lag) (BH_L14)
ta_norm,0.0018899712971505766,Thermal Anomaly (TA)
bh_norm,0.0016554656246352897,Population Vulnerability (BH)
bh_norm_lag7,0.0012757157382756942,Population Vulnerability (7-day lag) (BH_L7)
la_norm,0.0002656422276273165,Light Availability (LA)
la_norm_lag7,0.00023399909399231093,Light Availability (7-day lag) (LA_L7)
wq_norm_lag14,6.993497999835953e-05,Water Quality Stress (14-day lag) (WQ_L14)
la_norm_lag14,6.034233957326086e-05,Light Availability (14-day lag) (LA_L14)
wq_norm,4.461450611907587e-05,Water Quality Stress (WQ)
wq_norm_lag7,2.3376240964152373e-05,Water Quality Stress (7-day lag) (WQ_L7)
