feature,importance
sst_anomaly,0.4083117692214807
doy_sin,0.2450005308832749
pcrvi,0.06676720495138172
doy_cos,0.049277247265645516
ta_norm_lag14,0.035723967218720225
oni_lag60,0.028342270279377916
dmi_lag60,0.025483497044654767
ta_norm_lag7,0.020771385823897308
cdr_norm,0.019751085249559954
sr_norm_lag14,0.017065893603391977
pcrvi_lag7,0.016448605913381143
cdr_norm_lag7,0.01599363842030049
sr_norm_lag7,0.01195890398589308
pcrvi_lag14,0.01008821312022479
sr_norm,0.008982328618873015
cdr_norm_lag14,0.00662170529304019
bh_norm_lag14,0.004816590598079636
bh_norm,0.0025792267882432363
bh_norm_lag7,0.0024228156367843098
ta_norm,0.0017732465023480766
la_norm,0.0005998087859209382
la_norm_lag14,0.00033695338277407277
wq_norm,0.0003280767065584511
la_norm_lag7,0.0002704964616247928
wq_norm_lag14,0.00018632242577908156
wq_norm_lag7,9.821581878988699e-05
