participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
805d41f5-5a9e-4df4-a97c-65760a00fa2a,0,travel_rp_low,AI,Rephrased,Low,10,0,Human,90,37360,9096,2025-11-07T15:25:41.387Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,1,sunita_rp_high,AI,Rephrased,High,23536,1,AI,30,31111,5136,2025-11-07T15:26:17.635Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,2,evolvingai_og_high,Human,Original,High,4853,2,AI,20,22216,3976,2025-11-07T15:26:43.827Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,3,amitgupta_og_low,Human,Original,Low,7,3,Human,70,28760,6896,2025-11-07T15:27:19.482Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,4,barnacles_og_high,Human,Original,High,1393,4,AI,30,42432,3984,2025-11-07T15:28:05.899Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,5,madhav_rp_high,AI,Rephrased,High,28522,5,AI,50,32576,9008,2025-11-07T15:28:47.482Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,6,nicholas_rp_low,AI,Rephrased,Low,1,6,Human,90,29721,3703,2025-11-07T15:29:20.906Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,7,reema_og_low,Human,Original,Low,1,7,AI,40,26328,6528,2025-11-07T15:29:53.763Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,8,darius_og_high,Human,Original,High,6854,8,AI,40,33055,4448,2025-11-07T15:30:31.266Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
805d41f5-5a9e-4df4-a97c-65760a00fa2a,9,russelladams_rp_high,AI,Rephrased,High,1525,9,Human,70,28759,4201,2025-11-07T15:31:04.226Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
