participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
6d36c207-c938-4f79-acb1-60f8b6f860ef,0,sunita_rp_low,AI,Rephrased,Low,0,0,AI,60,69754,13824,2025-11-07T05:07:28.308Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,1,travel_rp_high,AI,Rephrased,High,5081,1,Human,50,51461,2936,2025-11-07T05:08:22.705Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,2,amit_og_low,Human,Original,Low,2,2,Human,60,44398,4112,2025-11-07T05:09:11.216Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,3,jaineel_og_high,Human,Original,High,28917,3,Human,70,63301,4494,2025-11-07T05:10:19.011Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,4,nicholas_og_high,Human,Original,High,11252,4,Human,70,54456,7567,2025-11-07T05:11:21.034Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,5,sudnya_og_low,Human,Original,Low,1,5,AI,50,53449,2520,2025-11-07T05:12:17.002Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,6,barnacles_rp_high,AI,Rephrased,High,22238,6,Human,80,32064,5375,2025-11-07T05:12:54.442Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,7,amitgupta_rp_low,AI,Rephrased,Low,13,7,AI,80,49280,4440,2025-11-07T05:13:48.162Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,8,russelladams_og_low,Human,Original,Low,19,8,AI,50,52728,2080,2025-11-07T05:14:42.970Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
6d36c207-c938-4f79-acb1-60f8b6f860ef,9,madhav_og_high,Human,Original,High,9437,9,AI,50,67393,2704,2025-11-07T05:15:53.067Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
