participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
e3abd5e8-8a03-4198-8165-c3804a62135e,0,jaineel_og_high,Human,Original,High,1858,0,Human,80,24154,6609,2025-11-07T06:49:08.653Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,1,darius_og_low,Human,Original,Low,0,1,AI,50,17663,3137,2025-11-07T06:49:29.453Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,2,madhav_rp_high,AI,Rephrased,High,11620,2,Human,70,24335,5320,2025-11-07T06:49:59.109Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,3,live_shopping_rp_low,AI,Rephrased,Low,0,3,Human,60,26800,7977,2025-11-07T06:50:33.885Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,4,amit_og_high,Human,Original,High,851,4,Human,70,19391,5024,2025-11-07T06:50:58.300Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,5,russelladams_rp_low,AI,Rephrased,Low,37,5,Human,60,13304,3216,2025-11-07T06:51:14.820Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,6,travel_rp_high,AI,Rephrased,High,992,6,AI,70,10214,3361,2025-11-07T06:51:28.395Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,7,sudnya_og_low,Human,Original,Low,0,7,Human,70,14017,3440,2025-11-07T06:51:45.852Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,8,gary_og_low,Human,Original,Low,6,8,Human,30,23152,5600,2025-11-07T06:52:14.604Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,9,nicholas_rp_high,AI,Rephrased,High,7457,9,AI,50,10184,3294,2025-11-07T06:52:28.083Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,10,paulo_rp_low,AI,Rephrased,Low,20,10,Human,70,36657,5376,2025-11-07T06:53:10.116Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,11,reema_og_high,Human,Original,High,4025,11,Human,70,36480,3640,2025-11-07T06:53:50.236Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,12,sunita_rp_high,AI,Rephrased,High,25960,12,Human,70,22792,4376,2025-11-07T06:54:17.404Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,13,stefano_og_low,Human,Original,Low,35,13,AI,90,24128,4136,2025-11-07T06:54:45.667Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,14,barnacles_og_high,Human,Original,High,7498,14,AI,70,10736,4088,2025-11-07T06:55:00.491Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,15,ranjani_rp_low,AI,Rephrased,Low,6,15,Human,40,17640,4384,2025-11-07T06:55:22.515Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,16,amitgupta_og_high,Human,Original,High,5707,16,Human,60,56216,6911,2025-11-07T06:56:25.642Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,17,aman_rp_low,AI,Rephrased,Low,1,17,AI,70,3169,3783,2025-11-07T06:56:32.594Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,18,charles_og_low,Human,Original,Low,1,18,AI,70,72376,5441,2025-11-07T06:57:50.411Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e3abd5e8-8a03-4198-8165-c3804a62135e,19,evolvingai_rp_high,AI,Rephrased,High,42500,19,AI,80,6288,5159,2025-11-07T06:58:01.858Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
