participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
e71a32d5-07a0-4cff-aba8-beadd65cce50,0,darius_rp_low,AI,Rephrased,Low,18,0,Human,60,27624,8160,2025-11-07T17:40:01.848Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,1,sunita_rp_high,AI,Rephrased,High,15666,1,Human,70,40800,6800,2025-11-07T17:40:49.448Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,2,nicholas_og_low,Human,Original,Low,1,2,AI,70,37183,4744,2025-11-07T17:41:31.376Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,3,travel_og_high,Human,Original,High,14710,3,Human,80,10144,4200,2025-11-07T17:41:45.720Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,4,jaineel_og_high,Human,Original,High,1155,4,Human,50,33839,5447,2025-11-07T17:42:25.007Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,5,reema_og_low,Human,Original,Low,4,5,Human,70,37265,5343,2025-11-07T17:43:07.615Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,6,evolvingai_rp_high,AI,Rephrased,High,4011,6,AI,60,8816,4217,2025-11-07T17:43:20.647Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,7,aman_rp_low,AI,Rephrased,Low,1,7,AI,60,20584,4191,2025-11-07T17:43:45.423Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,8,russelladams_og_low,Human,Original,Low,4,8,AI,70,14312,4136,2025-11-07T17:44:03.871Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,9,amitgupta_og_high,Human,Original,High,776,9,Human,80,11120,3607,2025-11-07T17:44:18.599Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,10,live_shopping_rp_low,AI,Rephrased,Low,10,10,AI,70,7488,3385,2025-11-07T17:44:29.472Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,11,stefano_rp_high,AI,Rephrased,High,31572,11,Human,70,15703,3640,2025-11-07T17:44:48.814Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,12,madhav_og_high,Human,Original,High,731,12,AI,70,3920,4664,2025-11-07T17:44:57.399Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,13,sudnya_rp_high,AI,Rephrased,High,15006,13,Human,80,8032,3128,2025-11-07T17:45:08.559Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
e71a32d5-07a0-4cff-aba8-beadd65cce50,14,paulo_rp_low,AI,Rephrased,Low,14,14,Human,80,15656,5823,2025-11-07T17:45:30.038Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
