participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
a73192f7-b1a9-4aeb-a847-8478699eddd0,0,jaineel_rp_high,AI,Rephrased,High,6860,0,AI,70,45048,12129,2025-11-07T07:00:48.170Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,1,gary_og_low,Human,Original,Low,4,1,Human,80,36407,10792,2025-11-07T07:01:35.370Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,2,amit_rp_low,AI,Rephrased,Low,20,2,AI,70,30400,5840,2025-11-07T07:02:11.609Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,3,amitgupta_og_high,Human,Original,High,2157,3,Human,40,29944,14033,2025-11-07T07:02:55.586Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,4,travel_rp_high,AI,Rephrased,High,24563,4,Human,50,43640,6288,2025-11-07T07:03:45.513Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,5,russelladams_og_low,Human,Original,Low,6,5,Human,70,47808,5447,2025-11-07T07:04:38.769Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,6,evolvingai_og_high,Human,Original,High,2986,6,AI,80,16416,4920,2025-11-07T07:05:00.104Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,7,darius_rp_low,AI,Rephrased,Low,21,7,AI,40,50136,7217,2025-11-07T07:05:57.457Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,8,charles_rp_low,AI,Rephrased,Low,31,8,Human,90,22423,6320,2025-11-07T07:06:26.200Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,9,reema_og_high,Human,Original,High,13966,9,AI,70,28360,5432,2025-11-07T07:06:59.993Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,10,madhav_og_low,Human,Original,Low,7,10,AI,70,24311,7585,2025-11-07T07:07:31.889Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,11,nicholas_rp_high,AI,Rephrased,High,14356,11,AI,80,50775,10896,2025-11-07T07:08:33.561Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,12,live_shopping_og_high,Human,Original,High,17922,12,AI,70,49592,4248,2025-11-07T07:09:27.401Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,13,sudnya_rp_low,AI,Rephrased,Low,1,13,Human,70,18143,7728,2025-11-07T07:09:53.272Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,14,barnacles_rp_high,AI,Rephrased,High,754,14,AI,30,104424,7384,2025-11-07T07:11:45.080Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
a73192f7-b1a9-4aeb-a847-8478699eddd0,15,ranjani_og_low,Human,Original,Low,0,15,AI,90,40127,5639,2025-11-07T07:12:30.847Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
