participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
be9f6fb5-74a4-41da-b3bb-8f890327fff0,0,nicholas_rp_low,AI,Rephrased,Low,16,0,AI,60,33528,9727,2025-11-07T07:58:47.039Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,1,sudnya_rp_high,AI,Rephrased,High,14011,1,AI,60,8600,14025,2025-11-07T07:59:09.664Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,2,evolvingai_og_low,Human,Original,Low,0,2,Human,90,20256,7919,2025-11-07T07:59:37.839Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,3,jaineel_og_high,Human,Original,High,6924,3,Human,90,52009,5224,2025-11-07T08:00:35.071Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,4,amitgupta_rp_high,AI,Rephrased,High,2621,4,AI,100,6295,4433,2025-11-07T08:00:45.799Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,5,russelladams_og_low,Human,Original,Low,0,5,Human,80,25088,4928,2025-11-07T08:01:15.816Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,6,madhav_og_high,Human,Original,High,1153,6,AI,90,28800,2536,2025-11-07T08:01:47.151Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,7,darius_rp_low,AI,Rephrased,Low,7,7,AI,90,14127,3048,2025-11-07T08:02:04.326Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,8,stefano_rp_low,AI,Rephrased,Low,2,8,AI,80,12937,4944,2025-11-07T08:02:22.207Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,9,sunita_og_high,Human,Original,High,2776,9,AI,90,15008,3455,2025-11-07T08:02:40.670Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,10,barnacles_og_low,Human,Original,Low,3,10,Human,70,32440,6784,2025-11-07T08:03:19.894Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,11,reema_rp_high,AI,Rephrased,High,2573,11,AI,100,8912,3496,2025-11-07T08:03:32.303Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,12,paulo_og_high,Human,Original,High,1462,12,AI,70,36183,3417,2025-11-07T08:04:11.903Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,13,gary_rp_low,AI,Rephrased,Low,0,13,AI,90,6911,4712,2025-11-07T08:04:23.526Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,14,amit_rp_high,AI,Rephrased,High,23070,14,AI,100,30479,2674,2025-11-07T08:04:56.679Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,15,live_shopping_og_low,Human,Original,Low,1,15,AI,50,17439,2328,2025-11-07T08:05:16.446Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,16,travel_rp_high,AI,Rephrased,High,3655,16,Human,100,19527,3274,2025-11-07T08:05:39.247Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,17,ranjani_og_low,Human,Original,Low,7,17,AI,100,16406,5033,2025-11-07T08:06:00.686Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,18,aman_rp_low,AI,Rephrased,Low,9,18,Human,70,17480,3735,2025-11-07T08:06:21.902Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
be9f6fb5-74a4-41da-b3bb-8f890327fff0,19,charles_og_high,Human,Original,High,1874,19,AI,80,58448,2889,2025-11-07T08:07:23.238Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
