participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
2e7a65c1-5946-4479-90e2-2701a6c6b970,0,reema_og_low,Human,Original,Low,0,0,Human,80,46624,7936,2025-11-07T15:12:18.366Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,1,jaineel_og_high,Human,Original,High,1014,1,AI,90,53535,5976,2025-11-07T15:13:17.877Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,2,sunita_rp_low,AI,Rephrased,Low,1,2,AI,80,45993,6087,2025-11-07T15:14:09.957Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,3,travel_rp_high,AI,Rephrased,High,5071,3,Human,100,101608,4344,2025-11-07T15:15:55.908Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,4,stefano_rp_high,AI,Rephrased,High,4549,4,AI,90,31711,4929,2025-11-07T15:16:32.549Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,5,amitgupta_rp_low,AI,Rephrased,Low,0,5,Human,100,33640,4576,2025-11-07T15:17:10.764Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,6,darius_og_high,Human,Original,High,35269,6,AI,90,26376,9848,2025-11-07T15:17:46.988Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,7,barnacles_og_low,Human,Original,Low,0,7,Human,70,59632,5192,2025-11-07T15:18:51.812Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,8,paulo_rp_low,AI,Rephrased,Low,7,8,Human,90,13752,5607,2025-11-07T15:19:11.171Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
2e7a65c1-5946-4479-90e2-2701a6c6b970,9,live_shopping_rp_high,AI,Rephrased,High,6200,9,AI,80,7802,5695,2025-11-07T15:19:24.668Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
