participant_id,trial_index,post_id,source_true,text_version,likes_level,likes_value,order,response_choice,confidence_0_100,dwell_ms,rt_ms,started_at_iso,device,viewport_w,viewport_h
5996a419-a219-4536-850b-6f973c5c8b63,0,jaineel_og_high,Human,Original,High,25870,0,AI,70,26481,8936,2025-11-07T12:21:31.245Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,1,madhav_og_low,Human,Original,Low,36,1,Human,80,20927,4897,2025-11-07T12:21:57.070Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,2,travel_rp_high,AI,Rephrased,High,8768,2,AI,50,20431,2616,2025-11-07T12:22:20.117Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,3,sunita_rp_low,AI,Rephrased,Low,0,3,Human,70,12664,3832,2025-11-07T12:22:36.613Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,4,stefano_rp_high,AI,Rephrased,High,821,4,Human,60,13776,4295,2025-11-07T12:22:54.684Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,5,evolvingai_og_high,Human,Original,High,38172,5,AI,50,27002,2318,2025-11-07T12:23:24.004Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,6,gary_rp_low,AI,Rephrased,Low,1,6,Human,80,12816,3072,2025-11-07T12:23:39.893Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,7,reema_og_low,Human,Original,Low,0,7,Human,90,9816,2760,2025-11-07T12:23:52.468Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,8,amit_og_low,Human,Original,Low,7,8,AI,60,16912,2816,2025-11-07T12:24:12.197Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,9,russelladams_rp_low,AI,Rephrased,Low,1,9,Human,50,17959,3105,2025-11-07T12:24:33.261Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,10,charles_rp_high,AI,Rephrased,High,961,10,Human,60,20256,3065,2025-11-07T12:24:56.581Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,11,sudnya_og_high,Human,Original,High,5070,11,Human,70,17888,4399,2025-11-07T12:25:18.868Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,12,nicholas_rp_high,AI,Rephrased,High,1660,12,Human,50,22888,2088,2025-11-07T12:25:43.844Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,13,live_shopping_og_low,Human,Original,Low,6,13,Human,30,16888,5393,2025-11-07T12:26:06.125Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,14,barnacles_og_high,Human,Original,High,3509,14,AI,60,15981,2770,2025-11-07T12:26:24.877Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,15,aman_rp_low,AI,Rephrased,Low,1,15,AI,80,6246,3697,2025-11-07T12:26:34.820Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,16,paulo_og_low,Human,Original,Low,0,16,Human,60,9920,2504,2025-11-07T12:26:47.244Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,17,ranjani_rp_low,AI,Rephrased,Low,0,17,Human,60,28448,2482,2025-11-07T12:27:18.173Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,18,darius_og_high,Human,Original,High,983,18,AI,80,6679,2432,2025-11-07T12:27:27.285Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
5996a419-a219-4536-850b-6f973c5c8b63,19,amitgupta_rp_high,AI,Rephrased,High,25762,19,AI,50,14855,1424,2025-11-07T12:27:43.564Z,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1536,671
