Unnamed: 0,Component,expert,ml,diff
thermal_anomaly,Thermal Anomaly,0.25,0.0275871846824884,-0.2224128153175115
accumulating_stress,Accumulating Stress,0.18,0.3803310990333557,0.2003310990333557
seasonal_risk,Seasonal Risk,0.1,0.0440756268799304,-0.0559243731200695
climate_driver,Climate Driver,0.12,0.086610123515129,-0.0333898764848709
bleaching_history,Bleaching History,0.08,0.4304942190647125,0.3504942190647125
water_quality,Water Quality,0.15,0.0051011289469897,-0.1448988710530102
light_availability,Light Availability,0.12,0.0258006565272808,-0.0941993434727191
