Model,MAE (°C-weeks),RMSE (°C-weeks),R²,Bleaching F1,Bleaching Precision,Bleaching Recall
Ensemble-pCRVI-30d,0.6010707027534331,1.1886943939234578,0.7701575051579277,0.7791741472172352,0.8543307086614174,0.7161716171617162
Ensemble-pCRVI-60d,0.5935291690328012,1.400312900580098,0.6818481510312858,0.6036036036036037,0.950354609929078,0.4422442244224422
