feature,importance
pcrvi,0.42541204472820615
doy_sin,0.24734014494442877
oni_lag60,0.17871631573583036
dmi_lag60,0.06783023585305646
cdr_norm_lag14,0.016637169618674175
ta_norm,0.01355319205030107
sst_anomaly,0.007977308904561388
ta_norm_lag14,0.007576721691836945
pcrvi_lag14,0.0054041398174688084
bh_norm,0.005086373050567237
bh_norm_lag7,0.004282257210220229
doy_cos,0.003939444584731286
cdr_norm_lag7,0.0035130564000858643
bh_norm_lag14,0.003495391114793044
cdr_norm,0.0026077047322097587
sr_norm,0.0024022424905200033
la_norm_lag7,0.0008550723601964273
ta_norm_lag7,0.0007581408878475847
la_norm_lag14,0.0006224671365600831
sr_norm_lag7,0.0006175541993986575
la_norm,0.0004386646755398619
pcrvi_lag7,0.00031044802583232636
sr_norm_lag14,0.00025037742102404937
wq_norm_lag14,0.0001687116661681385
wq_norm_lag7,0.00012488491786102825
wq_norm,7.993578208032341e-05
