feature,importance
pcrvi_lag14,0.5349725
bh_norm_lag7,0.08870318
sst_anomaly,0.076008946
cdr_norm_lag14,0.051284257
sr_norm,0.0378225
dmi_lag60,0.029037455
bh_norm,0.028976595
doy_sin,0.025681231
cdr_norm,0.02506766
sr_norm_lag14,0.019526437
sr_norm_lag7,0.018020483
oni_lag60,0.016862942
pcrvi,0.009731682
cdr_norm_lag7,0.009693375
ta_norm,0.006830747
ta_norm_lag7,0.003997352
bh_norm_lag14,0.0037856903
pcrvi_lag7,0.0031016755
ta_norm_lag14,0.0030606976
wq_norm_lag14,0.0018642503
wq_norm,0.0015623991
wq_norm_lag7,0.0014912741
la_norm_lag7,0.0010582337
la_norm_lag14,0.0008790417
doy_cos,0.0005947759
la_norm,0.00038458922
