feature,importance,display_name
pcrvi,0.4304789347934545,Coral Reef Vulnerability Index (pCRVI)
pcrvi_lag7,0.12830225371153067,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
bh_norm_lag7,0.08909127721753062,Population Vulnerability (7-day lag) (BH_L7)
oni_lag60,0.07830152670248387,El Niño Index (60-day lag) (ONI_L60)
dmi_lag60,0.06382738703457423,Indian Ocean Dipole (60-day lag) (DMI_L60)
pcrvi_lag14,0.06088383533322561,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
bh_norm_lag14,0.04919519306803415,Population Vulnerability (14-day lag) (BH_L14)
cdr_norm,0.0399316920728483,Climate Driver Response (CDR)
doy_sin,0.013403397447099733,Seasonal Cycle (sine) (DoY_sin)
sst_anomaly,0.011489692528856036,SST Anomaly (SSTA)
bh_norm,0.006787960501183533,Population Vulnerability (BH)
cdr_norm_lag7,0.004709176989967433,Climate Driver Response (7-day lag) (CDR_L7)
sr_norm_lag14,0.0032339398796019203,Seasonal Bleaching Risk (14-day lag) (SR_L14)
sr_norm_lag7,0.003150777966841348,Seasonal Bleaching Risk (7-day lag) (SR_L7)
sr_norm,0.002959153526828173,Seasonal Bleaching Risk (SR)
ta_norm,0.002797287301953932,Thermal Anomaly (TA)
cdr_norm_lag14,0.0025793911980484426,Climate Driver Response (14-day lag) (CDR_L14)
doy_cos,0.0022928563443617824,Seasonal Cycle (cosine) (DoY_cos)
la_norm,0.0019507487713483684,Light Availability (LA)
ta_norm_lag14,0.0018907753767866222,Thermal Anomaly (14-day lag) (TA_L14)
ta_norm_lag7,0.0009417684409056493,Thermal Anomaly (7-day lag) (TA_L7)
la_norm_lag7,0.0008859451427510072,Light Availability (7-day lag) (LA_L7)
la_norm_lag14,0.00035672936367372185,Light Availability (14-day lag) (LA_L14)
wq_norm_lag7,0.0002442555622774765,Water Quality Stress (7-day lag) (WQ_L7)
wq_norm_lag14,0.00020181019837786833,Water Quality Stress (14-day lag) (WQ_L14)
wq_norm,0.00011223352545490427,Water Quality Stress (WQ)
