,expert,ml,diff
thermal_anomaly,0.25,0.08450546860694885,-0.16549453139305115
accumulating_stress,0.18,0.5415204763412476,0.36152047634124757
seasonal_risk,0.1,0.057680319994688034,-0.04231968000531197
climate_driver,0.12,0.1250481903553009,0.005048190355300908
bleaching_history,0.08,0.17127493023872375,0.09127493023872375
water_quality,0.15,0.007758232764899731,-0.14224176723510026
light_availability,0.12,0.01221238262951374,-0.10778761737048626
