feature,importance,display_name
pcrvi_lag7,0.42270196692096745,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
bh_norm,0.22262337755131892,Population Vulnerability (BH)
pcrvi_lag14,0.06872084036344145,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
pcrvi,0.06272856181217923,Coral Reef Vulnerability Index (pCRVI)
sst_anomaly,0.047389128195144604,SST Anomaly (SSTA)
dmi_lag60,0.027151967959185584,Indian Ocean Dipole (60-day lag) (DMI_L60)
ta_norm,0.02706627484010517,Thermal Anomaly (TA)
oni_lag60,0.0266042213335798,El Niño Index (60-day lag) (ONI_L60)
cdr_norm,0.024060262023681455,Climate Driver Response (CDR)
doy_sin,0.012753154275104789,Seasonal Cycle (sine) (DoY_sin)
cdr_norm_lag14,0.010579998878586547,Climate Driver Response (14-day lag) (CDR_L14)
cdr_norm_lag7,0.00874748226294877,Climate Driver Response (7-day lag) (CDR_L7)
bh_norm_lag7,0.008470562453332631,Population Vulnerability (7-day lag) (BH_L7)
doy_cos,0.007234374011692276,Seasonal Cycle (cosine) (DoY_cos)
ta_norm_lag7,0.006238829660959763,Thermal Anomaly (7-day lag) (TA_L7)
sr_norm,0.0038037646913985364,Seasonal Bleaching Risk (SR)
sr_norm_lag14,0.0036000410814525704,Seasonal Bleaching Risk (14-day lag) (SR_L14)
bh_norm_lag14,0.0031665271001451384,Population Vulnerability (14-day lag) (BH_L14)
ta_norm_lag14,0.002000155569846534,Thermal Anomaly (14-day lag) (TA_L14)
sr_norm_lag7,0.0013058466209209493,Seasonal Bleaching Risk (7-day lag) (SR_L7)
la_norm_lag7,0.001165559214574901,Light Availability (7-day lag) (LA_L7)
wq_norm,0.000750047444089548,Water Quality Stress (WQ)
wq_norm_lag7,0.0003676711275052406,Water Quality Stress (7-day lag) (WQ_L7)
wq_norm_lag14,0.00035154097611514917,Water Quality Stress (14-day lag) (WQ_L14)
la_norm_lag14,0.00022716550246394926,Light Availability (14-day lag) (LA_L14)
la_norm,0.00019067812925890423,Light Availability (LA)
