feature,importance
pcrvi,0.4424261934440313
doy_sin,0.1446138665118255
oni_lag60,0.12154743555196677
cdr_norm_lag14,0.042715344177319224
bh_norm,0.04241614429788461
cdr_norm,0.03890410809307471
dmi_lag60,0.038236904003688434
bh_norm_lag7,0.03140335267197467
bh_norm_lag14,0.026691405287873775
cdr_norm_lag7,0.013987521827346314
sst_anomaly,0.011789762186147374
ta_norm,0.010808247605108628
ta_norm_lag14,0.005305878503768317
pcrvi_lag7,0.004066982915760201
doy_cos,0.0038914632863371605
pcrvi_lag14,0.0032512428207175106
wq_norm_lag14,0.0031155110555485407
ta_norm_lag7,0.0030634036326630657
sr_norm_lag7,0.002730752558520118
sr_norm,0.002673735920472938
la_norm_lag7,0.0017509127366114987
wq_norm,0.0014551495093418417
sr_norm_lag14,0.001307790457827007
wq_norm_lag7,0.0007705303887092808
la_norm_lag14,0.0005425974864631644
la_norm,0.0005337630690180502
