,expert,ml,diff
thermal_anomaly,0.25,0.09378566592931747,-0.15621433407068253
accumulating_stress,0.18,0.43605947494506836,0.25605947494506837
seasonal_risk,0.1,0.049830954521894455,-0.05016904547810555
climate_driver,0.12,0.06852582842111588,-0.05147417157888412
bleaching_history,0.08,0.32480335235595703,0.24480335235595702
water_quality,0.15,0.012334282509982586,-0.1376657174900174
light_availability,0.12,0.014660464599728584,-0.10533953540027141
